SMILES,Kow
[H][C@@]1(C[C@H](OC)[C@H](O)[C@@H](C)O1)O[C@H]1CC[C@]2(C=O)[C@@]3([H])CC[C@]4(C)[C@H](CC[C@]4(O)[C@]3([H])CC[C@]2(O)C1)C1=CC(=O)OC1,0.64
[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=C(OC)C=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],1.85
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,4.27
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,2.03
C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@@]2(C)[C@H]1C=CC2=O,1.03
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,4.74
COP(=O)(OC)OC,-0.65
CCCOP(=O)(OCCC)OCCC,1.87
CC=C(C)C,2.67
CC(O)C(C)O,-0.92
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,2.99
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,4.25
[H]C12CC([H])(C(CO)=CC1)C2(C)C,3.22
CC(O)(C(O)=O)C1=CC=CC=C1,0.8
CC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,-0.33
CCOC(=O)C(Cl)(Cl)Cl,2.39
OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O,1.5
COC1=C(OC)C(OC)=C2C(CCC(N=C(C)O)C3=C2C=CC(=O)C(OC)=C3)=C1,1
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,2.01
CC1=C2C=CN=CC2=C(C)C2=C1NC1=CC=CC=C21,4.8
OC1=CC=C(C(O)=C1[N+]([O-])=O)[N+]([O-])=O,2.1
CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,2.02
O=C1N(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,2.4
COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O,0.14
COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O,2.6
COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,3.1
OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,3.02
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,3.55
CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,4.77
CN(C)CCN1C2=CC=CC=C2SC2=CC=CC=C12,4.2
O=C1OC2=C(C=CC3=C2C=CO3)C=C1,2.08
CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,3.48
CN1CCC=C1C1=CN=CC=C1,1.13
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,3.56
CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,3.32
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,1.52
O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18
CC1=CC=CC(C)=C1C,3.66
CC1=C(C)C(O)=CC=C1,2.48
CC1=C(C)C(=O)C=CC1=O,1.23
CC1=C(C)C(=O)C(C)=C(C)C1=O,2.23
NC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,4.82
CC1=CC(C)=C(C)C(C)=C1,4.1
CC1=CC(C)=C(O)C(C)=C1,2.73
CC1=CC(=O)C=C(C)C1=O,1.22
OC(=O)C1=CC=CS1,1.57
[O-][N+](=O)C1=NC=CN1,0.15
[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](CC)OC(=O)[C@@H]1C,3.12
CC(C)C1=C(C)C=CC=C1,4.38
CC1=CC=CC=C1C(N)=O,0.76
[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,1.69
CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C1=C(Cl)C=C(C=C1Cl)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-0.1
CC1=CC=CC=C1C#N,2.21
CC1=C(C=O)C=CC=C1,2.26
OC1CCCC2=C1C=CC=C2,1.98
OC1=CC=CC2=C1CCCC2,2.95
N/A,0.58
NN(C1=CC=CC=C1)C1=CC=CC=C1,2.8
O=C1N2CCCC2=NC2=CC=CC=C12,1.07
COC1=CC(=O)C=C(OC)C1=O,-0.06
COC1=CC(=CC(OC)=C1O)C(O)=O,1.04
OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1,5.25
COC1=CC=CC=C1OCC(O)COC(N)=O,0.61
COC1=CC=C(C=C1)C1=CC(=S)SS1,3.82
CC(=O)NC1=C(Cl)C=CC=C1,1.28
CC(=O)OC1=C(C)C=CC=C1,1.93
CC1=C(CCCl)SC=N1,2.12
OC1=C(I)C=CC=C1,2.65
CN1CSC(=S)N(C)C1,0.63
OC1=CC=CC=CC1=O,0.53
CNC(=S)NC,-0.24
CC1=CC=CO1,1.85
S=C1SSC=C1,1.58
CC1=NCCN1,0.52
CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,2.13
COC1=CC(=CC=C1O)C(O)CO,-0.58
OC(=O)C1CCCCN1,-2.31
CC(C)C1=CC(C)=CC=C1,4.5
OC(=O)C1=CC=CC(Cl)=C1,2.68
NNC(=O)C1=CC=C(Cl)C=C1,1.18
CC(=C)C1CCC(CO)=CC1,3.17
CC(C)C1=CC=C(C=C1)C(O)=O,3.4
C#CC1=CC=CC=C1,2.53
CCC1=CC=NC=C1,1.65
CCC1=CC=CN=C1,1.66
O=[I]C1=CC=CC=C1,-1.61
COC1=CC=CC(N)=C1,0.93
CN[C@@H](C)CC1=CC=CC=C1,2.07
NNC(=O)NC1=CC=CC=C1,0.16
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,1.32
[O-][N+](=O)C1=CC=CC(SSC2=CC(=CC=C2)[N+]([O-])=O)=C1,4.06
CC(=O)NC1=CC=CC(C)=C1,1.68
NC(=O)NCC1=CC=CC=C1,0.73
OCC(O)COC1=CC=CC=C1,0.7
C(=NC1=CC=CC=C1)C1=CC=CC=C1,2.82
CCCCCC1=CC=CC=C1,4.9
CNCCC=CC1=CN=CC=C1,1.13
COCC1=CC=CC=C1,1.92
CC(=O)NC1=CC=C(Cl)C=C1,2.09
NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S,1.23
CCOCC1=CC=CC=C1,2.16
FC1=CC=C(F)C=C1,2.13
NC1=CC=C(I)C=C1,2.34
OC1=CC=C(I)C=C1,2.91
OCCBr,0.23
CCCCl,2.04
ClC=CCl,2
NCC#N,-1.37
CC(=O)OC(C)(C)C,1.76
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,9.06
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,8.03
CCCC(N)=O,-0.21
O=C1NC(=O)C=C1,-0.29
ClC1=CC(Cl)=CC=C1,3.53
CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.84
O=C1CCCCO1,-0.35
CC(C)CCC#N,1.54
ClCCC#N,0.18
CCN=C=S,1.47
CCCCCC(C)O,2.31
CCCCCCl,2.73
CC(C)CCO[N+]([O-])=O,2.84
CC(C)CCOCCC(C)C,4.25
N#CCCCC#N,-0.72
C1C=CC=CC=C1,2.63
CCCCCCCCCCCCCC(O)=O,6.11
ClC(Cl)(Cl)C#N,2.09
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)C[C@H](O)[C@@H]2C1=CC(=O)OC1,1.6
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@@H](O)C[C@]32O)C2=CC(=O)OC2)C1,1.77
O=P(N1CC1)(N1CC1)N1CC1,-0.62
CC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,1.47
C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C=C12,3.38
CC(=O)NO,-1.59
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O,0.35
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,2.8
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,0.96
FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,3.5
CN1C(=O)C2=C(C=CC=C2)C1=O,1.31
S=C=NC1=CC=CC2=CC=CC=C12,4.34
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,4.39
CCC(OC1=CC=CC=C1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,2.65
CN1C(C)=NC=C1[N+]([O-])=O,0.31
CC(=O)C1=CC=CC=C1N,1.63
OC(=O)C1=CC=CC=C1[N+]([O-])=O,1.46
CC(=O)NC1=C(C=CC=C1)[N+]([O-])=O,1
OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC(O)=C(O)C=C1,2.02
CN1C=NC2=C1C(=O)NC(=O)N2,-0.89
CN(C1=CC=CC=C1)C1=CC=CC=C1,3.9
OC(C(=O)C1=CC=CO1)C1=CC=CO1,0.54
[O-][N+](=O)C1=C(C=O)C=CC=C1,1.74
O=C1CCC2=CC=CC=C2N1,1.34
CCCOC1=C(NC(C)=O)C=C(C=C1)[N+]([O-])=O,1.6
C1=CC(=CC=N1)C1=CC=NC=C1,1.28
ClCCN(CCCl)C1=CC=CC=C1,2.9
CC(C)CCC(=O)C1=COC=C1,2.76
COC(=O)C(=O)OC,-0.17
CC1=CC(=O)C=CC1=O,0.72
NC1=CC=C(Cl)C=C1Cl,2.78
CCC(=O)OC,0.84
CC1=CC=CS1,2.33
CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,0.13
CC1=CC2C(CC1)C2(C)C,4.44
OC1=CC=CC(=C1)[N+]([O-])=O,2
COC1=CC=CC(=C1)[N+]([O-])=O,2.16
[O-][N+](=O)C1=CC=C(C=O)C=C1,1.56
[O-][N+](=O)C1=CC=C(CC#N)C=C1,1.37
CCCCN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,4.1
ClC1=CC=CC(NN=C(C#N)C#N)=C1,3.38
CC(=O)NC1=CC=C(C=C1)C(O)=O,1.31
COC(=O)CC(C)C,1.82
NCC(=O)NCC(=O)NCC(O)=O,-2.68
NCC(=O)NCC(O)=O,-2.92
OCC1CO1,-0.95
CN=C=S,0.94
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,6.74
CCOP(C)(=O)SCCSCC,1.48
NC(=N)N[N+]([O-])=O,-0.89
O=C1NC=CC=N1,-1.62
CCCOC,1.21
CCCC(=O)OCC(O)CO,-0.17
CC(Cl)=C,2
BrC(Br)(Br)Br,3.42
CS(F)(=O)=O,0.55
[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O,1.58
BrC(=C)CC1(CC=C)C(=O)NC(=O)NC1=O,1.37
CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,4.04
CC(C)C1(O)CCC(C)=CC1,3.26
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,5.07
CC(C)C(C)=O,0.84
[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,-0.02
CC1(C)C2CC1C(CC2)C=O,2.98
CC(C)C(=O)C(C)C,1.86
CC1=CC=CC2=CC=CC(C)=C12,4.26
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,0.62
CC1=CC=C(C)C2=C1C=CC=C2,4.37
OC1=C2C=CC=CC2=C(O)C=C1,1.9
CC1=CC=CC2=C(C)C=CC=C12,4.38
OC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,1.37
CC1=C(C)C2=CC=CC=C2C=C1,4.31
ON=C(C1=CC=CC=C1)C1=CC=CC=C1,3.2
CC1=CC=C2C=CC=C(C)C2=C1,4.44
OC1=CC=C2C=CC=C(O)C2=C1,1.94
CC1=CC(C)=C2C=CC=CC2=C1,4.42
OC1=CC=CC(Cl)=C1Cl,2.84
CC1=CC=CC(C)=C1O,2.36
[O-][N+](=O)C1=C(Br)C=CC=C1,2.52
CC(=O)C1=CC=CC=C1C(O)=O,0.81
CC(=O)C1=CC=CC=C1[N+]([O-])=O,1.28
NC1=CC=CC2=C1C=C1C=CC=CC1=N2,2.47
NC1=CC=CC2=CC3=CC=CC=C3N=C12,3.26
CCC1=C(N)C=CC=C1,1.74
COC1=C(Br)C=CC=C1,2.86
COC1=C(C)C=CC=C1,2.74
NC1=C2N=CC=CC2=CC=C1,1.79
OC1=C2C=CC=NC2=CC=C1,1.85
NC1=CC=NC2=CC=CC=C12,1.63
O=C1N2C=CC=CC2=NC2=CC=CC=C12,2.08
CN(C(C)=O)C1=CC=CC=C1,1.12
CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1,1.78
O[C@@H]([C@@H](O)C1=CC=CC=C1)C1=CC=CC=C1,1.91
NN(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.3
CN(C(C)=O)C1=CC=C(O)C=C1,0.61
COC1=C(C=CC=C1)C(C)=O,1.82
COC1=CC=CC=C1C(O)=O,1.59
OC(=O)C1=CC=CC=C1NC(=O)C1=CC=CC=C1,3.54
COC(=O)C1=CC=CC=C1OC(C)=O,1.46
NC1=CC2=C(C=C1)N=CC=C2,1.28
OC1=CC2=C(C=C1)N=CC=C2,1.8
NC1=CN=C2C=CC=CC2=C1,1.63
OC1=CC2=CC=CC=C2N=C1,2.08
OC1=CC=C2C=CC=NC2=C1,1.98
NC1=CC=C2C=CC=CC2=N1,1.87
OC1=CC=CC(=C1)C1=CC=CC=C1,3.23
CCOC1=C(NC(C)=O)C=CC=C1,1.49
NC1=CC2=CC3=CC=CC=C3N=C2C=C1,2.62
NC1=CC2=NC3=CC=CC=C3C=C2C=C1,2.77
CC1=C(C)C=C2C=CC=CC2=C1,4.4
CC1=CC2=C(C=C1)C=C(C)C=C2,4.31
OC1=CC2=CC=C(O)C=C2C=C1,1.9
C1=CC=C(N=C1)C1=CC=NC=C1,1.58
C1=CC=C(N=C1)C1=CN=CC=C1,1.46
CC(=O)OC(OC(C)=O)C1=CC=CC=C1,1.62
[O-][N+](=O)C1=CC=C2C=CC=CC2=C1,3.24
OC(=O)CC1=CC2=CC=CC=C2C=C1,2.81
CC1=C(C)C=C2N=CNC2=C1,2.35
S=C1NC2=CC=CC=C2N1,1.66
BrC1=C(Br)C=CC=C1,3.64
OC1=CC(Cl)=CC=C1Cl,3.06
CCC(O)CC,1.21
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,4.78
CC(=C)C(=O)OC(C)(C)C,2.54
CC(C)(C)C1=CC=CC(O)=C1,3.3
CC(C)(C)C1=CC=CC(=N1)C(C)(C)C,4.14
CC(=O)C1=CC(C)=CC=C1,2.15
OC(=O)C1=CC(Br)=CC=C1,2.87
[O-][N+](=O)C1=CC(Br)=CC=C1,2.64
OC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,2.36
COC1=CC=CC(=C1)C(C)=O,1.84
COC1=CC=CC(=C1)C(O)=O,2.02
CC(C)=C1CCC(C)=CC1,4.47
OC(=O)C1=CC=C(Br)C=C1,2.86
[O-][N+](=O)C1=CC=C(Br)C=C1,2.55
COCC1=CC=C(O1)[N+]([O-])=O,0.89
CC(=O)C1=CC=C(C=C1)C(O)=O,1.61
OCC1=CC=NC=C1,0.06
O=NC1=CC=CC=C1,2.01
OCC1=NC=CC=C1,0.06
CC1=CC=CC(CO)=C1,1.6
ClC1=CC=CC(C=O)=C1,2.26
CN(C)C(=O)NC1=CC(Cl)=CC=C1,2
CC(=O)NC1=CC=CC(=C1)C(O)=O,1.32
OC(=O)COC1=CC(Cl)=CC(Cl)=C1,2.84
ClCC(=O)NC1=CC=CC=C1,1.63
CC(=O)NC1=CC(Cl)=CC=C1,2.15
COC1=CC=CC(NC(C)=O)=C1,1.3
OC(=O)COC1=CC(Cl)=C(Cl)C=C1,2.81
OC(=O)COC1=CC(Cl)=CC=C1,2.03
CC(=O)NCC1=CC=CC=C1,0.95
CNCCC1=CC=CC=C1,1.91
CCC1=CC=C(N)C=C1,1.96
CC1=CC=C(CO)C=C1,1.58
NNC1=CC=C(Br)C=C1,1.39
CCCC(O)CCC,2.22
CCCCC(O)CCC,2.68
CCCCC(O)CC,2.24
CC1CCC(O)CC1,1.79
CC1CCC(=O)CC1,1.38
CC1=CC=CC(Br)=C1,3.41
NC1=CC(Br)=CC=C1,2.1
OC1=CC(Br)=CC=C1,2.63
CC1=CC(C)=CN=C1,1.78
NC1=CC(O)=CC=C1,0.21
COC1=CC=CC(C=O)=C1,1.71
CCOC1=CC=CC(NC(C)=O)=C1,1.82
OC1=CC(Cl)=CC(Cl)=C1,3.62
IC1=CC=CC=C1,3.25
NC1=NC=NC=C1,-0.25
CCCCC(C)=O,1.38
CC(C)CN=C=S,2.82
CC(=O)OCC=C,0.97
C=CCC=C,2.48
CCCCNC(N)=O,0.41
CCCCOC(N)=O,0.85
CCCCC=C,3.39
C=CCCC=C,2.87
CCC=CC=C,3.16
CCCCCF,2.33
C1CC=CC=C1,2.47
CCCCCC=C,3.99
CCCCN=C=S,2.92
CF,0.51
BrC=C,1.57
FCCl,0.51
CCC(C)(C)Cl,2.52
CC(C)(O)C(O)=O,-0.36
NC(=O)C(Cl)(Cl)Cl,1.04
CC(C)(C)[N+]([O-])=O,1.17
[H]C1(O)C[C@]2(O)C3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)C3([H])CC[C@]2(C)[C@@]1([H])C1=CC(=O)OC1)O[C@]1([H])OC([H])(C)[C@]([H])(O)C([H])(OC)C1([H])O,0.59
CCC(C)(C)C(O)=O,1.9
CC(C)(C(O)=O)C(O)=O,0.39
CCS(=O)(=O)CC,-0.59
CCCS(=O)(=O)CCC,0.39
BrC=C(Br)Br,3.2
OCC(Cl)Cl,0.37
CNC(N)=O,-1.4
CNC(N)=S,-0.69
COC(N)=O,-0.66
CCN(C)C,0.7
CC(Br)C(O)=O,0.92
CC(C)C(C)O,1.28
CC(Cl)[N+]([O-])=O,1.1
COC(=O)C(C)(C)C,1.83
COC(=O)C(Cl)(Cl)Cl,2.03
ONS(=O)(=O)C1=CC=CC=C1,0.48
CC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,0.34
CCC(C)[N+]([O-])=O,1.2
CC(C)N(N=O)C(C)C,1.38
OC(=O)C1=C(Br)C=CC=C1Br,3.58
OC1=CC=CC(O)=C1[N+]([O-])=O,1.56
[O-][N+](=O)C1=CC=CC2=CC=CC(=C12)[N+]([O-])=O,2.52
C1=CC=C(C=C1)C1=C2C=CC=CC2=CC2=CC=CC=C12,6.01
[O-][N+](=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,4.78
[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23,3.85
CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.77
OC(=O)C1=C(C(O)=O)C(=CC=C1)[N+]([O-])=O,0.75
C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,5.74
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,5.69
CN1C=CC2=CC=CC=C12,2.72
OC1=C2C=CC=CC2=C(Cl)C=C1,3.94
CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0.63
OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,2.24
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,2.83
[O-][N+](=O)C1=CC=CC2=C(C=CC=C12)[N+]([O-])=O,2.58
CC1=CC2=C(C=C1)C(=O)C=CC2=O,2.1
COC1=C(OC)C(=O)C(C)=CC1=O,0.8
CN1C2=C(NC(=O)N2)C(=O)NC1=O,-1.08
CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,2.1
NC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,1.79
O=C1CC(=O)C2=C1C=CC=C2,0.61
NNC(=O)C1=CC=CC=C1[N+]([O-])=O,-0.54
COC(=O)C1=CC=CC=C1[N+]([O-])=O,1.66
COC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1,2.7
[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,2.83
CC(=O)NC1=C(C)C=C(C)C=C1[N+]([O-])=O,1.18
CN1C(=O)C=CC2=CC=CC=C12,1.45
COC(=O)C1=C(OC)C=CC=C1,2.04
[O-][N+](=O)C1=C2C=CC=NC2=CC=C1,1.86
[O-][N+](=O)C1=CC=CC2=CC=CN=C12,1.4
[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1,3.37
CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC,2.76
CCCOC(=O)C1=CC=CC=C1O,3.8
COC1=C(Br)C=C(Br)C=C1Br,4.48
CC(=O)OC1=CNC2=CC=CC=C12,2.01
NC1=C(Cl)C(Cl)=CC=C1,2.82
NC1=C(Cl)C=CC=C1Cl,2.76
OC1=C(Br)C=CC=C1Br,3.36
Cc1c(C)c(O)ccc1O,1.36
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,5.17
OC1=CC(Cl)=C(Cl)C(Cl)=C1,4.01
NC(=O)C1=COC=C1,0.09
NC(=O)C1=CC=CO1,-0.11
[O-][N+](=O)C1=CC=CO1,0.66
[O-][N+](=O)C1=CC=CS1,1.55
NC(=O)C1=CC=CC=C1Cl,0.64
CN(C)C1=C(C)C=CC=C1,2.85
OC(=O)C1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1.71
OC(=O)C1=C(O)C(O)=C(O)C=C1,1.05
NC(=O)C1=CC=CC=C1[N+]([O-])=O,-0.12
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,2.08
[O-][N+](=O)C1=C(C=C(Cl)C=C1)[N+]([O-])=O,2.18
NC1=CC=CC2=CC3=CC=CC=C3C=C12,3.69
CC(=O)OC1=C(C=CC=C1)[N+]([O-])=O,1.55
COC(=O)C1=C(Cl)C=CC=C1,2.38
COC(=O)C1=C(I)C=CC=C1,2.74
CCC(=O)C1=CC=CC=C1O,2.54
NC1=CC(N)=C(C=C1)C(O)=O,-0.31
[O-][N+](=O)C1=CC=C(Cl)C=C1Cl,3.07
[O-][N+](=O)C1=CC2=C(NC(=O)C2=O)C=C1,0.47
COC(=O)C1=CC=CO1,1
CCC1=CC=CC=C1C,3.53
OC1=C(C=CC=C1)C#N,1.61
CNC1=C(C)C=CC=C1,2.16
CC1=CC=CC2=CC=CN=C12,2.6
ClC1=C2N=CC=CC2=CC=C1,2.44
NC1=C2C=CC=NC2=CC=C1,1.16
CN1C=NC2=C1C(=O)N(C)C(=O)N2,-0.22
CC(C)C(=O)C1=CC=CC=C1,2.73
CN(C)C(=O)C1=CC=CC=C1,0.62
COC1=C(CO)C=CC=C1,1.13
CCC1=CC=CC=C1[N+]([O-])=O,2.58
[O-][N+](=O)C1=CC=CC=C1C#N,1.02
OCC1=CC=CC=C1[N+]([O-])=O,1.24
CNC1=C(C=CC=C1)[N+]([O-])=O,2.18
CN1C(=O)NC2=C1C(=O)NC(=O)N2,-1.18
CC(=O)NC1=C(C=C(C)C=C1)[N+]([O-])=O,1.49
ClC1=CC=C2N=CC=CC2=C1,2.73
CC1=CC2=CC=CC=C2N=C1,2.53
CC1=CC=C2C=CC=NC2=C1,2.47
ClC1=CC=C2C=CC=CC2=N1,2.71
C1=CC=C(C=C1)C1=NC2=CC=CC=C2C=C1,3.9
O=NN(CC1=CC=CC=C1)C1=CC=CC=C1,3.38
CC1=CC2=CC3=CC=CC=C3C=C2C=C1,5
C1C2=CC=CC=C2CC2=C1C=CC=C2,4.25
CC1=CC=C(C=C1)C1=CC=C(C)C=C1,5.09
[O-][N+](=O)C1=CC2=CC=CN=C2C=C1,1.84
[O-][N+](=O)C1=CC2=C(C=CC=N2)C=C1,1.82
COC1=CC=CC=C1OC(C)=O,1.38
CNC(=O)C1=CC=CC=C1,0.86
NNC(=O)C1=CC=CC=C1,0.19
CCNC(=O)C1=CC=CC=C1,1.28
CCOC(=O)C1=CN=CC=C1,1.32
NC(CC(O)=O)C1=CC=CC=C1,-1.4
CN(CC1=CC=CC=C1)C1=CC=CC=C1,4.22
OC(=O)COC1=CC=CC=C1Cl,1.86
OC(=O)CC1=C(O)C=CC=C1,0.85
CC(=O)NC1=CC=CC=C1Br,1.34
CC(=O)NC1=C(O)C=CC=C1,0.72
CC1=CC=C2NC=CC2=C1,2.68
CCOC(=O)C1=COC=C1,1.78
CCOC(=O)C1=CC=CO1,1.52
CC1=NC2=CC=CC=C2N1,1.43
OC1=NC2=CC=CC=C2N1,1.12
CSC1=NC2=CC=CC=C2S1,3.15
NC1=C(Br)C=CC=C1,2.11
NC1=C(I)C=CC=C1,2.32
OC1=C(Br)C=C(Br)C=C1,3.22
CC1=C(C)C=C(Cl)C=C1,3.82
OC1=CC(Cl)=C(O)C=C1,1.4
CC1=CC=C(Cl)C(O)=C1,2.9
CN1C=CC(=O)NC1=O,-1.2
CC1NC(=O)NC1=O,-0.91
CC1=CSC=C1,2.34
O=C1CCCN1,-0.85
CN1C=CN=C1,-0.06
CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C,2.41
OC(=O)C1=CC(=C(O)C=C1)[N+]([O-])=O,1.85
CCCC(O)C(O)=O,0.45
NCC1=CC=CO1,0.37
N#CC1=CC=CO1,0.96
CC1=CC(=CC=C1)C(N)=O,1.18
NC(=O)C1=CC(Cl)=CC=C1,1.51
NC(=O)C1=CC(O)=CC=C1,0.39
OC(=O)C1=CC(I)=CC=C1,3.13
[O-][N+](=O)C1=CC(Cl)=CC(Cl)=C1,3.09
OC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,2.94
NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1.89
NNC(=O)C1=CC(=CC=C1)[N+]([O-])=O,0.23
COC(=O)C1=CC=CC(=C1)[N+]([O-])=O,1.89
