SMILES,LogHL
CCCCCCCCBr,-1.235599677
CCCCCCCCC,0.531478917
CCCCCCCCCl,-1.42010213
CCCCCCCCN,-3.084072788
CCCCCCCCO,-4.610833916
CCOCCOCCO,-7.651695137
ClCCOCOCCCl,-5.41453927
CCCCNCCCC,-4.050609993
COCCOCCOC,-6.281498311
CCCCCCCCC(O)=O,-5.790484985
CCCCOCCOC(C)=O,-5.262807357
CCCCCCCCCC(C)=O,-4.196542884
CCOCCOCCOC(C)=O,-7.640164518
CCCCCCOCCO,-5.505845406
ClCCOCCOCCCl,-6.107348966
CCCCCCCCCCO,-4.494850022
CCCCCCCCCC=O,-2.744727495
CCCCOCCOCCO,-8.142667504
CCOCCOCCOCC,-6.954677021
CCCCCCCCCCCC,0.912753304
CCCCOCCOCCCC,-4.987162775
CCCCCCCCCCCCO,-4.653647026
CCCCCCOCCOCCO,-7.759450752
CCCCCCCCCCCCCCO,-3.795880017
CCCCOCCOCCOCCCC,-5.602059991
CCCCCCCCCCCCCCCCCCO,-3.075204004
CNC(=O)OC1=CC=CC=C1OC(C)C,-8.844663963
CC=C,-0.707743929
COC,-3
CC(C)=C,-0.661543506
CC(C)(O)C=C,-4.681936665
CC(C)(O)C#C,-5.407823243
FC1(F)C(F)(F)C(F)(F)C1(F)F,0.928190948
CN(C)P(F)(=O)N(C)C,-7.651695137
OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,-6.616184634
[Cl-].CCCC[P+](CCCC)(CCCC)CC1=C(Cl)C=C(Cl)C=C1,-12.41793664
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,-5.480172006
CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,-7.995678626
ClCCOP(=O)(OCCCl)OCCCl,-5.482804102
CNC(=O)ON=CC(C)(C)SC,-8.841637508
FC(F)=C(F)F,-0.201349355
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl,-8.841637508
CCC(C)C(O)=O,-5.832682665
NC1=CC=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O,-10.58004425
NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,-10.03668449
CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,-6.568636236
CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,-5.590066877
ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-2.769551079
OC(=O)C1=CC=CC=C1Cl,-7.187086643
CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-7.681936665
CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C1=CC=CC=C1,-10.30715308
OC1=CC=C(NC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1,-11.83564714
CC1=CC(=C(O)C=C1)[N+]([O-])=O,-4.829738285
COC(=O)C1=C(O)C=CC=C1,-4.008330993
C1CCC2=C(C1)C=CC=C2,-2.866461092
C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,-4.254925208
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,-8.568636236
O=CC1=CC=C2OCOC2=C1,-6.251811973
COC(=O)C1=CC=C(C=C1)C(=O)OC,-3.872895202
N1C=CC2=C1C=CC=C2,-6.277366077
OC1=C(O)C=CC=C1,-8.920818754
ClC1=CC(Cl)=C(Cl)C=C1,-2.847711656
OC1=C(Cl)C=C(Cl)C=C1,-5.458420756
O=C1CCCC1,-5
CN1CCCC1,-4.521433504
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,-7.26760624
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(C\C=C/C=C)=C2C)C1(C)C,-6.111820506
COC(=O)C(\C)=C\[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(C\C=C/C=C)=C2C)C1(C)C,-7.659555885
COC1=C(O)C=CC(C=O)=C1,-8.66756154
CCN(CC)CC,-3.826813732
CN(C)C1=CC=CC=C1,-4.245651664
[O-][N+](=O)C1=CC=CC(Cl)=C1,-4.869666232
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-8.310691141
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-10.69680394
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,-8.020451625
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,-6.031517051
CCNC1=NC(NCC)=NC(Cl)=N1,-9.025949097
N(C1=CC=CC=C1)C1=CC=CC=C1,-5.57024772
CC(C)OC(=O)NC1=CC=CC=C1,-6.735182177
C(OC1=CC=CC=C1)C1CO1,-6.084600165
N(NC1=CC=CC=C1)C1=CC=CC=C1,-6.320572103
OCCCC1=CC=CC=C1,-6.692503962
OCCOC1=CC=CC=C1,-7.326058001
CCCCC(CC)CCl,-2.629301907
CCCCC(CC)C=O,-3.119758224
CCC1=CC=C(O)C=C1,-6.111820506
OC1=CC=C(C=O)C=C1,-9.2915791
CCCC(=O)CCC,-4.260427656
CCOC(=O)CCC(=O)OCC,-6.278189385
NC1=CC=C(O)C=C1,-9.444905551
OC1=CC=C(O)C=C1,-10.32513886
CC(C)=CCCC(=C)C=C,-1.191518943
CCC=O,-4.13430394
CC(=O)CC(C)(C)O,-6.583359493
CC(C)CCO,-4.850780887
CC(=O)CC(C)=O,-5.628932138
CC1OC(C)OC(C)O1,-4.76700389
CCCC=O,-3.93930216
C1CCNC1,-5.621602099
NC(=O)N=NC(N)=O,-12.08618615
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-6.36251027
CCCCOC(C)=O,-3.55129368
C1COCCO1,-5.318758763
CC(C)CCOC(C)=O,-3.231361899
CCCCCCC(C)O,-3.910094889
C=CCNCC=C,-4.522878745
OC(=O)CCCCC(O)=O,-11.32697909
CCCCCCCC(O)=O,-6.049635146
CCCCCCCC=C,-0.097235856
CCCCCCCC=O,-3.289036881
CCCCOCCOCCOC(C)=O,-6.459670525
CCCCCCCCCC,0.711722892
CCCCCCCCC=O,-3.13430394
O=C=O,-1.818156412
CNC,-4.752026734
ClC(Br)Br,-3.106238238
FC(Br)C(F)(F)F,-1.241845378
FC(F)(Br)C(F)(F)Br,1.568201724
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,-4.661543506
CCCCOP(=O)(OCCCC)OCCCC,-5.850780887
CC(=C)C#N,-3.607303047
CC(=O)C(O)=O,-8.490797478
ClC(Cl)=C(Cl)Cl,-1.752026734
CN(C)C(C)=O,-7.882728704
NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,-9.319664487
C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,-4.924453039
OC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,-8.139661993
COC(=O)C1=C(C=CC=C1)C(=O)OC,-6.705533774
CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,-6.395773947
O1C2=CC=CC=C2C2=C1C=CC=C2,-3.671620397
S1C2=C(C=CC=C2)C2=C1C=CC=C2,-4.4710833
[H][C@@]12CC=CC[C@]1([H])C(=O)N(SC(Cl)(Cl)Cl)C2=O,-8.15490196
ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O,-7.11577123
NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,-10.41228903
COC(=O)C1=C(N)C=CC=C1,-5.723538196
NC1=CC=CC2=C1C=CC=C2,-6.954677021
CCC1=CC=CC=C1CC,-2.583359493
OC1=CC2=C(C=CC=C2)C=C1,-7.562249437
CCC(C)C1=CC=CC=C1,-1.755475488
CCCCOC(=O)C1=CC=CC=C1,-4.401209493
CC1=CC(C)=C(N)C=C1C,-5.605548319
CN(C)C(=S)SSC(=S)N(C)C,-6.739928612
CCC(C)CO,-4.850780887
CCCCOC(=O)C(C)O,-5.716698771
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,-8.337242168
CC(=O)OCC1=CC=CC=C1,-4.946921557
CCOC(=O)C=C,-3.469800302
CCOC(=O)CCCCC(=O)OCC,-5.440093375
CCCCOC(=O)C=C,-3.337242168
OCC=O,-7.616184634
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,1.230448921
COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,-10.29843201
CCOC(C)=O,-3.872895202
CC(C)=CC(C)=O,-4.435333936
OC(=O)CC(O)=O,-9.57024772
CCC1=CC(CC)=CC=C1,-2.080137746
CCOC(=O)CC(C)=O,-5.920818754
ClCCCCl,-3.010550182
C1CC=CC1,-1.195860568
CCCCCC(O)=O,-6.120330794
C1CCOCC1,-3.903089987
CCCCCCC,0.301029996
C\C=C\C=C\C=O,-5.009661145
CCCNCCC,-4.292429824
CCCCCCOC(C)=O,-3.27572413
CCCCOCCCC,-2.22184875
CCCCCCCCCO,-4.511449283
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,-7.269217724
CC(C)C(O)C(C)(C)CO,-7.341035157
OC(=O)CF,-7.906578315
OC(=O)C(O)=O,-9.844663963
OC(=O)C1C2CCC(O2)C1C(O)=O,-15.41453927
OC1=CC=CC2=CC=CN=C12,-6.244125144
N1C2=C(C=CC=C2)N=C1C1=CSC=N1,-10.67366414
CCCCC(CC)C(O)=O,-5.54515514
COC1=CC=CC(O)=C1,-7.236572006
CN(C)C(=O)NC1=CC=C(Cl)C=C1,-9.242603971
C1CN1,-4.91721463
FC(F)(F)C(Cl)Br,-1.692503962
C1=CC2=C3C(=C1)C1=C4C(C=CC5=C4C3=C(C=C2)C=C5)=CC=C1,-6.480172006
C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34,-6.522878745
C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2,-6.458420756
C1=CC2=C3C(=C1)C1=CC=CC4=C1C(=CC=C4)C3=CC=C2,-5.437707136
C1=CC=C2C(=C1)C1=CC=CC3=C4C=CC=CC4=CC2=C13,-6.18243463
C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1,-5.052566278
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,-6.233587153
C1=CC2=C3C1=CC=CC3=CC=C2,-3.943095149
C1=CC=C2C(=C1)C1=CC=CC=C1C1=CC=CC=C21,-6.812479279
C1=CC=C2C(C=CC3=C2C=CC2=CC=CC=C32)=C1,-5.281498311
C1=CC=C2C(=C1)C=NC1=CC=CC=C21,-7.785156152
C1C2=CC=CC=C2C2=CC=C3C=CC=CC3=C12,-4.575118363
C1C2=CC=CC=C2C2=CC3=CC=CC=C3C=C12,-5.407823243
O1C2=CC=CC=C2OC2=C1C=CC=C2,-3.954677021
C1CCCC1,-0.818156412
O1C=CC=N1,-4.605548319
C1CCCCCC1,-1.031423665
CCOP(=S)(OCC)OC1=CN=CC=N1,-6.065501549
CCN(CC)C(=O)C(\Cl)=C(\C)OP(=O)(OC)OC,-11.18641901
COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,-7
CCOP(=S)(OCC)SCSCC,-5.359518563
CCOP(=S)(OCC)SCCSCC,-5.665546249
COP(=S)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,-4.494850022
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-4.186419011
FC(F)(F)C(Cl)Cl,-1.591760035
[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,-4.356547324
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,-9.962573502
CCC(C)N1C(=O)NC(C)=C(Br)C1=O,-9.88941029
FC1=CC(F)=C(F)C=C1F,-1.751536282
CCOP(=S)(CC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,-4.950781977
OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-7.11463878
CP(F)(=O)OC1CCCCC1,-5.552841969
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,-9.297569464
CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,-8.204119983
CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,-6.946921557
CCCCCCCCCC(O)=O,-5.872895202
CC(=O)C1=CN=CC=C1,-7.671620397
CCSCC,-2.774690718
CCF,-1.651695137
FC(F)=O,-3
FC(F)(F)C(Cl)=O,-3.346787486
FC(=O)C(F)(F)F,-3.477555766
OC1=C(F)C=CC=C1,-5.492144128
OC1=CC=C(F)C=C1,-6.151810883
OCCF,-5.744727495
CC(C)NP(F)(=O)NC(C)C,-8.522878745
CC(O)C(F)(F)F,-4.661543506
FC(F)(F)C(F)(Cl)Cl,0.096910013
OC(=O)C(F)F,-7.48148606
NC#N,-7.575118363
CC(=O)C(F)(F)F,-5.107348966
OCC(F)(F)C(F)(F)F,-4.651695137
FC(F)(F)C(F)(F)C(Cl)Cl,-0.299296283
CC(=O)C(C)=O,-4.876148359
OC1=C(C=CC(F)=C1)[N+]([O-])=O,-4.705533774
N#CC#N,-2.26760624
COCC(F)F,-3.119758224
FC1=CC=CC=C1,-2.204119983
CCOCOCC,-4.175223538
O=C=S,-0.214670165
CC(C)(C)C,0.567026366
CC12CCC(CC1)C(C)(C)O2,-3.958607315
CCOP(=O)(OCC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1,-7.539102157
NC(=O)C(N)=O,-10.70114692
CCC(C)C1=CC(=CC(=C1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,-6.872895202
C1CC2=CC=CC=C2C1,-3.696803943
O=CC1=CC=CN=C1,-6.823908741
COP(=S)(OC)OC1=CC=C(C(Cl)=C1)[N+]([O-])=O,-7.406713933
CCCCC(=O)CCCC,-3.54515514
C1COC1,-4.605548319
CC(C)CC(O)=O,-6.079354999
C1CSCCS1,-5.37675071
OC(=O)CCCCCCC(O)=O,-11.25570702
CCCC=CC=O,-4.310691141
ClCCSCCCl,-4.610833916
CC(C)(C)Br,-1.390405591
CC(C)(C)Cl,-1.893809103
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,-4.860120914
[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-3.619788758
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-7.140261434
COP(=O)(OC)OC,-8.142667504
CCCOP(=O)(OCCC)OCCC,-6.167491087
CC=C(C)C,-0.649751982
CCC(C)I,-1.705533774
CCC(C)S,-2.139063379
CC(=C)C(C)=C,-1.297569464
CC(O)C(C)O,-7.540607512
CC1=CC=CC(C)=C1C,-2.360513511
CC1=C(C)C(O)=CC=C1,-6.131943638
CC1=CC(C)=C(O)C(C)=C1,-5.585026652
CC(C)C1=C(C)C=CC=C1,-1.944239535
[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,-7.273272791
CN1CSC(=S)N(C)C1,-9.575118363
CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-5.853871964
CC(C)C1=CC(C)=CC=C1,-2.145693958
C#CC1=CC=CC=C1,-3.216811309
CCC1=CC=NC=C1,-5.071604148
CCC1=CC=CN=C1,-4.982966661
CCN(CCCl)CCCl,-3.455931956
COCC1=CC=CC=C1,-4.050609993
CCCCC(=O)OCC,-3.42945706
CCC(=O)OCC(C)C,-3.185752404
BrC=CBr,-3.070581074
CCCCl,-1.882397308
ClC=CCl,-2.389339837
CCOC,-2.920818754
CC(C)CC(C)(C)C,0.482873584
CC(=O)OC(C)(C)C,-3.064492734
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0.274157849
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.51851394
ClC=C[As](Cl)Cl,-3.661543506
CCCC(Cl)Cl,-2.118615343
ClC1=CC(Cl)=CC=C1,-2.580044252
CC(C)COC=O,-3.277366077
CCCCI,-1.778325003
ClCOCCl,-2.360513511
C1C=CC=C1,-1.677780705
CC(C)CO[N+]([O-])=O,-2.647817482
CCCCCC(C)O,-4.254925208
CCCCCCl,-1.623423043
CC(C)CCOCCC(C)C,-2.835647144
CCCCCCCl,-1.616184634
C1C=CC=CC=C1,-2.337714484
CCCCCCCCCCCCCC(O)=O,-6.305394801
CCCCCCCCCCCCCCCC,-0.325138859
C1=CC(=CC=N1)C1=CC=NC=C1,-8.598599459
COC(=O)C(=O)OC,-5.53165267
CCC(=O)OC,-3.759450752
CC1=CC=CS1,-2.617982957
OC1=CC=CC(=C1)[N+]([O-])=O,-8.698970004
ClCCN(CCCl)CCCl,-4.732828272
CN=C=S,-4.348721986
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.079181246
CCCOC,-2.827689031
BrC(Br)(Br)Br,-3.308918508
CS(F)(=O)=O,-4.55129368
[H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O,-12.21112488
CCC(C)(C)CC,0.265289626
CC1=CC=CC(OP(=O)(OC2=CC(C)=CC=C2)OC2=CC(C)=CC=C2)=C1,-4.080921908
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-6.42136079
CC(C)C=C,-0.268008551
CCC(C)=C,-0.365421977
CC(=C)CCl,-2.060480747
CC(Cl)=CCl,-2.308918508
CC(C)C(C)=O,-4.01188716
CCC(C)C(C)(C)C,0.303196057
CCC(C)C(C)C,0.238046103
CCC(C)C(C)=O,-4.135488919
CCC(=O)C(C)C,-3.812479279
CC(C)C(C)C(C)C,0.248218561
CC(C)C(=O)C(C)C,-3.452225295
CC1=CC=C(C)C2=C1C=CC=C2,-3.413412695
CC1=CC=CC2=C(C)C=CC=C12,-3.455931956
CC1=CC(C)=C2C=CC=CC2=C1,-3.22475374
CC1=CC=CC(C)=C1O,-5.177178355
CCC1=CC=CC(CC)=C1N,-5.950781977
CC1=C(C)C=C2C=CC=CC2=C1,-3.036212173
CC1=C(C)C=NC=C1,-5.431798276
CC1CCCCC1O,-5.120330794
CC1=C(C)N=CC=C1,-5.141462802
CCC(O)CC,-4.70333481
CCC(O)CO,-8.226213555
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,-6.982966661
CC(C)(C)C1=CC=CC(O)=C1,-5.716698771
[O-][N+](=O)C1=CC(Br)=CC=C1,-5.730487056
CC(C)=C1CCC(C)=CC1,-1.581698709
CCCC(C)CC,0.214843848
CCCC(=O)CC,-3.903089987
CCCCC(C)CC,0.57054294
CCCCC(O)CC,-4.548213564
CC1=CC=C(C)N=C1,-5.061480275
CCCCOC(=O)CC,-3.296708622
CCCC(C)(C)C,0.498310554
CCCC(C)(C)O,-4.447331784
CCCCC(C)(C)C,1.565847819
CC(C)CC=O,-3.392544977
CC1=CC=CC(Br)=C1,-2.17327748
CC1=CC(C)=CN=C1,-5.161780778
CC1CCCC(O)C1,-5.435333936
CC1CCCC(=O)C1,-3.829738285
OC1=CC(Cl)=CC(Cl)=C1,-6.612610174
CC1=CCCCC1,-1.128076968
IC1=CC=CC=C1,-3.077274542
CCCCC(C)C,0.534787359
CCCCC(C)=O,-4.030584088
CC(=O)OCC=C,-3.89279003
C=CCC=C,-0.920456993
CC=CCCl,-2.085128182
CCCCC=C,-0.385102784
C=CCCC=C,-0.850165303
CCCCCC=C,-0.375717904
CCCCC=CC,-0.379863945
CCCCOC=O,-3.289036881
C[AsH2],0.033423755
CF,-1.769040444
CC[As],0.033423755
FCCl,-2.181114585
ClCI,-3.059981845
C[Se]C,-2.764471553
CC(C)C(C)(C)O,-5.000869459
CC(Cl)(Cl)[N+]([O-])=O,-2.89279003
COC(C)C,-3.041914151
CC(C)C(C)O,-4.756961951
CC(Cl)C(Cl)Cl,-3.498940738
COC(=O)C(C)(C)C,-3.37161107
CC(C)N(N=O)C(C)C,-5.106238238
OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,-10.73518218
CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,-6.126679398
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-3.153044675
CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,-7.27572413
CCC1=CC=CC=C1C,-2.257274869
CC1=CC2=CC3=CC=CC=C3C=C2C=C1,-3.197910742
CCOC(=O)N(C)N=O,-5.256490235
CN1C=CC(=O)NC1=O,-8.374687549
CCC(Cl)CC,-1.581036169
CC1=CSC=C1,-2.145693958
O=C1CCCN1,-8.974694135
CCC1=CC=CC(O)=C1,-6.202040356
CCCN(CCC)N=O,-5.269217724
OC(=O)C=CC1=CC=CC=C1,-7.76700389
CCC1=CC=C(C)C=C1,-2.300162274
CC1=CC=C(C=C)C=C1,-2.500312917
CCCC(O)CC,-4.395773947
CCCC(=O)OC,-3.688246139
CCCCC(=O)OC,-3.49757288
COC(=O)\C=C/C(=O)OC,-6.148130399
CCCCCOC(=O)CC,-3.074172425
CSSC,-2.91721463
CCCC(C)Cl,-1.833273944
COCC(C)C,-2.656591406
COCC(O)=O,-8.192464972
CC(C)OC=O,-3.110698297
CC(C)SC(C)C,-2.48148606
BrC1=CC(Br)=CC(Br)=C1,-3.104577454
CN1CCCCC1,-4.460923901
CCCCC(C)O,-4.612610174
CCCC[N+]([O-])=O,-3.924453039
CCCO[N+]([O-])=O,-2.896196279
OCCCBr,-6.88941029
CCCC#C,-1.603975103
COC(=O)CCCCC(=O)OC,-5.63638802
CCCCCI,-1.71219827
CCCCOC,-2.747875447
CCCOCC,-2.943476276
CCCCCOC(C)=O,-3.411168274
CCCCCC#C,-1.150642018
ClCCCCCCl,-3.253365801
[O-][N+](=O)OCCO[N+]([O-])=O,-5.557520231
CCCCCCCC(C)O,-4.311580178
CCCCCCCBr,-1.345630909
CCCCCCC#C,-1.085233863
CCOCCOCC,-4.199282922
CCCCCCCCCCCCC,0.459392488
CCCCCCCCCCCCCC,0.963787827
CCCCCCCCCCCCCCC,1.100715087
ClCC(Cl)(Cl)Cl,-2.602059991
CC[Si](CC)(CC)CC,0.465680212
OC(=O)C(Br)Br,-8.354577731
ClC1=C(Cl)C(Cl)=C(Cl)C=C1,-3.119186408
ClC1=CC(Cl)=C(Cl)C(Cl)=C1,-2.801342913
CCC(=O)OC(C)C,-3.237321436
CCOC(C)(C)C,-2.785156152
CCCCCCI,-1.55129368
CCSCCSP(=S)(OC)OC,-7.559090918
CCCC1=CC=C(O)C=C1,-5.943095149
C1COCO1,-4.610833916
CCNC1=NC(OC)=NC(NCC)=N1,-9.709965389
CN(C)P(=O)(N(C)C)N(C)C,-7.698970004
C=CC#C,-1.536256279
CC(C)CC=C,-0.202040356
CCCCC#C,-1.399027104
[O-][N+](=O)OCCOCCO[N+]([O-])=O,-6.408935393
CCC1=CC(O)=CC(C)=C1,-6.168770306
CC1=CC(C)=C(C)C(C)=C1C,-3.358525889
CC1=CC(O)=C(C=C1)[N+]([O-])=O,-4.89279003
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,-8.76700389
NC1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,-9.55129368
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,-6.118615343
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,-8.076755981
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,-8.038578906
CCCN(CCC)C(=O)SCC,-4.798602876
ClCC(Cl)C=C,-2.066512712
CC(C)(C)OC=O,-3.161150909
CCCC(C)=C,-0.557833914
CC(=O)C1CC1,-4.991399828
COC1=C(Cl)C=CC=C1,-4.040481623
C1CC2=CC=CC=C2C2=CC=CC=C12,-4.517126416
CC1=C2C=CC=CC2=CC2=CC=CC=C12,-4.411168274
CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,-6.66756154
ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,-5.130181792
FCC(F)(F)F,-1.301029996
CCCCCCCC(C)=O,-3.435333936
CC(=O)C1CCCCC1,-4.4710833
CC1=C2C=CC3=CC=CC=C3C2=CC=C1,-4.307153081
CCNC1=NC(SC)=NC(NC(C)C)=N1,-8.614393726
COCCCNC1=NC(NC(C)C)=NC(SC)=N1,-9.49757288
CC(=C)C(=O)OCCO,-6.665546249
CCCCCCCCC=C,-0.266802735
CN1CCCC1=O,-8.494850022
O=CC1=CC=NC=C1,-6.752026734
CC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-3.113509275
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,-7.66756154
CCSCCSP(=O)(OC)OC,-7.560667306
CCOC(C)(C)CC,-1.718966633
OC(C(F)(F)F)C(F)(F)F,-4.37161107
CCCCN(CCCC)N=O,-4.879426069
CCCCCC(=O)CCCCC,-3.649751982
CCCCO[N+]([O-])=O,-2.812479279
O=NN1CCCC1,-7.310691141
CN(CC1=CC=CC=C1)N=O,-4.920818754
CCC1=CC=C2C=CC=CC2=C1,-3.269217724
CCOP(=S)(CC)SC1=CC=CC=C1,-5.156144577
CCOP(=O)(OCC)N=C1SCCS1,-9.920818754
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,-8.144480844
CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-10.44009337
[O-][N+](=O)C1=CC(=C(NC2=CC=CC=C2)C=C1)[N+]([O-])=O,-9.110698297
CCC(C)(C)OC,-2.879426069
[Cl-].C[N+](C)(C)CCCl,-13.79588002
CCCCCO[N+]([O-])=O,-2.779891912
CNC1=NC(SC)=NC(NC(C)C)=N1,-9.316052869
[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-4.677780705
ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,-6.488116639
OC(=O)CNCP(O)(O)=O,-11.67778071
CCCCCCC1=CC=CC=C1,-1.543026986
CCCCCCCC1=CC=CC=C1,-1.821598658
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,-7.4225082
CCCCN(CC)C(=O)SCCC,-3.625251654
COC(=O)CCCC(=O)OC,-6.191789027
CCCCCCCCCCC,0.284656283
CC(=O)C1=CC=NC=C1,-7.202040356
CCC1=CC=CC2=C1C=CC=C2,-3.164309429
CN=C(O)OC1=CC=CC(C)=C1,-7.04431225
CCSC(=O)N(CC)C1CCCCC1,-5.279840697
ClC1=CC=CC(Cl)=C1C#N,-4.995678626
C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,-13.05354773
CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-4.266000713
OC1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,-10.60730305
CC(C)OP(C)(=O)OC(C)C,-4.443697499
CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,-8.510041521
COC1=CC(=C(O)C=C1)[N+]([O-])=O,-5.725842151
CC1=C(O)C=CC(Cl)=C1,-5.946921557
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-3.987162775
