,SMILES,Kow
2861,CC1=CC(=O)C(C)=C(C)C1=O,1.82
2862,OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,3.88
2863,NNC(=O)C1=C(O)C=CC=C1,0.6
2864,CN1C(CO)=CN=C1N(=O)=O,-0.35
2865,OCC1CC1C1=CC=CC=C1,1.95
2866,CN(CC1=CC=CC=C1)N=O,1.55
2867,C=CC(=O)OC1=CC=CC=C1,1.94
2868,CC(C)(C)C(=O)C1=CC=CC=C1,3.0
2869,COC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,4.75
2870,COC1=CC=CC2=C1N=CC=C2,1.84
2871,OCCN1N=NC2=CC=CC=C12,0.5
2872,COC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,4.51
2873,CNC(=O)N(C)C1=CC=CC=C1,1.02
2874,O=C1NOC(=C1)C1=CC=CC=C1,2.55
2875,C1=CC=C(C=C1)C1=CC=NC=C1,2.59
2876,CCC1=CC=C2C=CC=CC2=C1,4.38
2877,CC(C)OC(=O)C1=CC=CC=C1,3.18
2878,COC(=O)NC1=CC=C(Cl)C=C1,2.55
2879,CNC(=O)CCC1=CC=CC=C1,1.17
2880,CC1=CC=C(OCC(O)=O)C=C1,1.86
2881,O=C1C=CC(=O)N1C1=CC=CC=C1,1.09
2882,COC(=O)C1=CNC2=CC=CC=C12,2.57
2883,CNC(=O)OC1=CC=CC=C1C#N,0.86
2884,CNC(=O)OC1=CC=CC(=C1)C#N,0.97
2885,COC1=CC=C(C=CC(C)=O)C=C1,2.25
2886,CCOP(=O)(CC)SC1=CC=CC=C1,2.11
2887,CCOP(=S)(CC)SC1=CC=CC=C1,3.94
2888,COC1=C(OC)C(Cl)=C(Cl)C(Cl)=C1Cl,4.86
2889,CN1C2=C(NC(=O)N2)C(=O)N(C)C1=O,-0.52
2890,O=S(C1=CC=CC=C1)C1=CC=CC=C1,2.06
2891,ClC1=CC=C(NN=C(C#N)C#N)C=C1,3.39
2892,C(OC1=CC=CC=C1)C1=CC=CC=C1,3.79
2893,O=C1CCCCCCCCCCCN1,2.92
2894,NC1=CC2=CC=CC=C2C2=CC=CC=C12,3.56
2895,OC(=O)C1=C(C=CC=C1)C1=CC=CC=C1,2.89
2896,CCOC(=O)[C@@H](N)CC1=CC=C(O)C=C1,0.72
2897,CCOP(=O)(OCC)N=C1SCC(C)S1,1.04
2898,COP(=O)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,1.33
2899,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,2.2
2900,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,-1.77
2901,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O,-1.51
2902,CC1=CC=C(C=C1)C1=NC2=C(N1)C=CC=N2,3.02
2903,ClC1=CC=C(C=C1)C1=NC2=C(N1)C=CC=N2,2.95
2904,FC1=CC=C(C=C1)C1=NC2=C(N1)C=CC=N2,2.52
2905,COP(=S)(OC)SCSC1=CC=C(Cl)C=C1,4.82
2906,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC=N1,-0.55
2907,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,-1.3
2908,COP(=O)(OC)SCN1N=NC2=CC=CC=C2C1=O,0.78
2909,CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C,2.07
2910,OC(NS(=O)(=O)C1=CC=C(Cl)C=C1)=NC1CCCCC1,3.38
2911,[O-][N+]1=C(C2=CC=CC=C2)C2=C(NC(=O)C1)C=CC(Cl)=C2,1.49
2912,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,2.44
2913,CN(C)CCCN1C2=CC=CC=C2[S+]([O-])C2=CC=C(Cl)C=C12,2.32
2914,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]21CCC(=O)O1,2.98
2915,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]21CCC(=O)O1,2.68
2916,OCCN1CCN(CCC=C2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,4.18
2917,CC(C)CN(CC(C)C)N=O,2.34
2918,CCOC(=O)CCCO,0.43
2919,CCOC(=O)CNC(=O)C=[N+]=[N-],-0.08
2920,CC(O)COC(=O)C=C,0.35
2921,[Cl-].C[N+](C)(C)CCCl,-3.8
2922,CCCCCOP(C)(=O)OCCCCC,3.74
2923,CCCC[Si](C)(C)C,4.2
2924,CCCC[SiH](C)C,3.57
2925,NCCCCCCCC(O)=O,-2.55
2926,BrC1=CC=CS1,2.75
2927,O=CC1=CC=CN1,0.64
2928,N#CC1=CC=CS1,1.27
2929,CC1=CC(=O)C=C(C)O1,0.1
2930,COC1=C(C)C=CC=C1C,3.02
2931,CN(C)C1=CC=[N+]([O-])C=C1,-0.9
2932,CCC1=CC=CC(CC)=C1O,3.03
2933,COC1=CC2=C(NC=C2)C=C1,2.06
2934,CCNC1=NC(N)=NC(Cl)=N1,1.15
2935,CNC(=O)NC1=CC=CC=C1,1.12
2936,C1=CC=C(C=C1)C1=CC=CC=N1,2.63
2937,NCCNC(=O)C1=CC=CC=C1,0.06
2938,CC(=O)C1=CC=C(C=C1)C(C)=O,1.34
2939,ClC1=CC(=O)C2=CC=CC=C2C1=O,2.29
2940,COC1=CC=CC=C1\C=C\C(O)=O,2.54
2941,CNC1=NC(SC)=NC(NC(C)C)=N1,2.38
2942,CCNC1=NC(SC)=NC(NCC)=N1,2.8
2943,CC(=O)NCCC1=CNC2=CC=CC=C12,1.41
2944,O=C1N=C(NC2=CC=CC=C12)C1=CC=CC=C1,2.53
2945,O=C1NC2=CC=CC=C2CC1C1=CC=CC=C1,2.93
2946,[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.98
2947,CC1=NS(=O)(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,0.03
2948,[Na+].[O-]C(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,0.93
2949,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,3.66
2950,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,3.66
2951,NC(CC1=CC=C(O)C=C1)C(O)=NC(CC1=CC=C(O)C=C1)C(O)=O,-1.87
2952,CC(=O)NN,-1.58
2953,OC(=O)CNCP(O)(O)=O,-3.4
2954,CC(=O)C1=CC=CN1,0.93
2955,FC1=CC(Br)=CC=C1,2.92
2956,CSC1=CC=C(O)C=C1,1.78
2957,CCCC1=C(C)C=CC=C1,4.5
2958,CCCC1=CC(C)=CC=C1,4.67
2959,CCCC1=CC=C(C)C=C1,4.6
2960,OC(=O)C1=CC=C(C=C)C=C1,2.18
2961,CN1C2=C(NC=N2)C(=O)NC1=O,-0.5
2962,C1COP(OC2=CC=CC=C2)O1,1.42
2963,CCCCCCC1=CC=CC=C1,5.52
2964,[O-][N+]1=C2C=C(Cl)C=CC2=C(Cl)C=C1,1.85
2965,CCCCCCCC1=CC=CC=C1,5.37
2966,COC(=O)[C@@H](N)CC1=CC=C(O)C=C1,0.29
2967,[O-][N+](=O)C1=CC(=C(NN=C)C=C1)[N+]([O-])=O,2.33
2968,S1C=CC=C1C1=CC=C(S1)C1=CC=CS1,5.57
2969,CCCCCCCCCC1=CC=CC=C1,7.11
2970,COC1=C(OC)C(OC)=C(CC(C)N)C=C1,1.51
2971,COC1=CC(CC(C)N)=CC(OC)=C1OC,1.21
2972,COC1=CC(OC)=C(OC)C=C1CC(C)N,1.74
2973,CCCCCCOC(=O)C1=CC=C(O)C=C1,4.35
2974,CCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,2.41
2975,[O-][N+](=O)C1=CC=C(CC2=CC=NC=C2)C=C1,2.88
2976,O=N(=O)C1=CC=C(O1)\C=C\C1=NC=CC=N1,1.34
2977,CCCCCCCOC(=O)C1=CC=C(O)C=C1,4.83
2978,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,3.7
2979,CCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,3.17
2980,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,2.93
2981,ClC1=C(NC2=CC=CC=C2)C(=O)C2=CC=CC=C2C1=O,4.22
2982,CNC(=O)CSP(=O)(OC)OC,-0.74
2983,CCCCN(CC)C(=O)SCCC,3.83
2984,O=NN(CCC#N)CCC#N,0.08
2985,CN(C)CC(O)=O,-2.91
2986,COC(=O)CCCC(=O)OC,0.62
2987,CCCCCCCCCCCCCCCCCCCC(=O)OC,9.3
2988,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OC,9.32
2989,BrC1=CC=NC=C1,1.54
2990,CC1=CN=NC=C1,-0.32
2991,IC1=CN=CC=C1,1.8
2992,ClC1=NN=CC=C1,0.1
2993,CN1C(=O)CCC1=O,-0.95
2994,O=CC1=CC=CC=N1,0.44
2995,[O-][N+]1=CC=C(Cl)C=C1,-0.44
2996,CC(=O)C1=CC=NC=C1,0.48
2997,CN(C)C1=CC=NC=C1,1.34
2998,[O-][N+](=O)C1=CC=NC=C1,0.33
2999,CC(=O)C1=CC=CC=N1,0.85
3000,CCCC1=CC=NC=C1,2.1
3001,NC1=C2NN=NC2=NC=N1,-0.96
3002,CC1=NC(C)=C(C)N=C1C,1.28
3003,[O-][N+](=O)C1=CC=[N+]([O-])C=C1,-0.55
3004,OC1=CC2=C(CCCC2)C=C1,2.9
3005,CC1=NC=C2C=CC=CC2=C1,2.68
3006,C1=CN(N=C1)C1=CC=CC=C1,2.2
3007,[Na+].NC1=CC=CC(=C1)S([O-])(=O)=O,-3.4
3008,COC(=O)C1=CC=C(Cl)C=C1,2.87
3009,CN(C)CCC1=CC=CC=C1,2.38
3010,CCCCNC1=CC=CC=C1,3.58
3011,CCC1=CC=CC2=C1C=CC=C2,4.4
3012,CC(=O)C1=CSC2=CC=CC=C12,2.78
3013,CNC(=O)OC1=CC=CC=C1C,1.46
3014,COC1=CC=C(C=C1)S(N)(=O)=O,0.47
3015,ON=CC1=CC=C(C=C1)N(=O)=O,1.95
3016,CN=C(O)OC1=CC=CC(C)=C1,1.7
3017,CNC(=O)OC1=CC=C(C)C=C1,1.66
3018,CCCC(=O)NC1=CC=CC=C1,2.05
3019,OC1=CC=C(C=C1)C1CCCCC1,4.22
3020,O=N1=CC=C(C=C1)C1=CC=CC=C1,0.93
3021,NC(=N)N1CCC2=CC=CC=C2C1,0.75
3022,CCCC1=CC=C(C=C1)S(N)(=O)=O,1.64
3023,COC1=CC(=CC(OC)=C1)C(O)=O,2.19
3024,CCSC(=O)N(CC)C1CCCCC1,3.88
3025,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,-0.96
3026,C=CC#CC1=CC=C(S1)C1=CC=CS1,5.15
3027,CC(=O)C(CC1=CC=CC=C1)C(C)=O,1.89
3028,CCCCC1=CC=C(C=C1)S(N)(=O)=O,2.45
3029,COC1=C(O)C=CC(C=CC(O)=O)=C1,1.51
3030,CNC(=O)OC1=CC=C(C=C1)C(C)=O,1.01
3031,NC(=O)NC1=CC(NC(N)=O)=CC=C1,0.58
3032,OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,3.07
3033,O=N(=CC1=CC=CC=C1)C1=CC=CC=C1,1.88
3034,CC(C)(C)C1=CC(=CC(O)=C1)C(C)(C)C,4.64
3035,CCCCOC1=CC=C(C=C1)S(N)(=O)=O,2.05
3036,CC(C)OC(=O)C1=CC(O)=C(O)C(O)=C1,1.54
3037,NC1=C(SSC2=C(N)C=CC=C2)C=CC=C1,3.05
3038,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,2.2
3039,CCOC(=O)CC(C)N1N=NC2=CC=CC=C12,2.27
3040,CCCCCCOC1=CC=C(C=C1)S(N)(=O)=O,2.93
3041,BrC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,3.76
3042,ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,3.61
3043,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1,1.96
3044,OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(Cl)C=C1,5.15
3045,CC#CC#CC1=CC=C(S1)C#CC(Cl)COC(C)=O,4.6
3046,[O-][N+](=O)C1=C(SSC2=C(C=CC=C2)[N+]([O-])=O)C=CC=C1,3.37
3047,[Br-].CCCCCCCCCCCCCC[N+]1=CC=CC=C1,1.32
3048,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,2.69
3049,CN(C)CCN1C2=C(NC3=CC=CC=C3C1=O)C=C(Cl)C=C2,3.73
3050,NS(=O)(=O)C1=C(Cl)C=C2NC(=NS(=O)(=O)C2=C1)C1=CC=CC=C1,1.4
3051,COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1,3.65
3052,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@]1(CC[C@@H](C2)O[C@]1([H])O[C@@H](C)[C@H](O)[C@@H](OC)[C@@H]1O)C=O,1.05
3053,COP(=O)(OC)C=C(Cl)Cl,1.4
3054,CC(=C)C(=O)OCCCOC(=O)C(C)=C,1.86
3055,CC(=O)C1=CC=CO1,0.52
3056,NC1=CC=C(S)C=C1,1.31
3057,COC(=O)C1=CC=CN1,1.17
3058,CS(=O)C1=CC=CC=C1,0.55
3059,ClC1=CC=CC(Cl)=C1C#N,2.74
3060,OC1=CC(C=O)=C(O)C=C1,0.54
3061,CC1=CC2=CC=CC=C2S1,3.71
3062,CC(=O)NC1CCSC1=O,-0.35
3063,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,2.23
3064,OC1=CN=C2C=CC=CC2=N1,0.8
3065,CN(C)C1=CC=C(C=C1)C#N,2.2
3066,CS(=O)(=O)NC1=CC=CC=C1,0.95
3067,O\N=C\CCC1=CC=CC=C1,1.56
3068,OC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl,4.29
3069,CC(=CC1=CC=CC=C1)C(O)=O,2.6
3070,NC(=O)CCCC1=CC=CC=C1,1.41
3071,CN(C)CCCC1=CC=CC=C1,2.73
3072,COC1=CC=C(OC(C)=O)C=C1,1.54
3073,C[C@H]([C@@H](O)C1=CC=CC=C1)N(C)C,1.7
3074,COC(=O)C1=CC2=CC=CC=C2N1,2.45
3075,CC\C(=C/C1=CC=CC=C1)[N+]([O-])=O,2.86
3076,CN(C)CCCCC1=CC=CC=C1,3.15
3077,COC(=O)CNC(=O)C1=CC=CC=C1,0.82
3078,CCOC(=O)C1=C2C=CC=CC=C2C=C1,3.83
3079,CCC1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,1.62
3080,CCNC1C2CCC(C2)C1C1=CC=CC=C1,3.2
3081,N#CC1=C2C=CC=CC2=CC2=C1C=CC=C2,4.26
3082,S=C(NC1CCCCC1)NC1CCCCC1,3.69
3083,NC1=CC2=C(C=C1)C1=C(C2)C=C(C=C1)[N+]([O-])=O,3.06
3084,C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,1.57
3085,CCCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,2.09
3086,CC1=CC=C(C=C1)S(=O)(=O)NC(O)=NN1CCCC1,0.65
3087,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0.7
3088,CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,5.9
3089,OC(NS(=O)(=O)C1=CC=C(Cl)C=C1)=NN1CCCCC1,0.84
3090,CNCCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,4.94
3091,NC1=C2N=C(C(=N)N=C2NC(=N)N1)C1=CC=C(O)C=C1,0.92
3092,ClC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,1.64
3093,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,5.73
3094,CC1=C(O)C=CC(=C1[N+]([O-])=O)[N+]([O-])=O,2.86
3095,[H][C@@]1(C[C@@](C)(O)[C@@H](O)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)[C@H](O)[C@H]1N(C)C,1.63
3096,CSCS(=O)CC(CO)N=C(O)\C=C\C1=C(C)N=C(O)N=C1O,-1.71
3097,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,2.8
3098,CCSC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(C)CC2)C=C1,5.41
3099,OC1=NC2=C(C=C(C=C2)N(=O)=O)C(=NC1)C1=CC=CC=C1C(F)(F)F,2.51
3100,CN(C)C1=CC=CC2=C1C=CC=C2S(N)(=O)=O,2.01
3101,CCCCC1CO1,1.95
3102,N#CC1=NC2=CC=CC=C2C=C1,1.6
3103,C(=CC1=CC=CC=N1)C1=CC=CC=N1,2.11
3104,ClCC(=O)N1CCOCC1,-0.6
3105,CN(C)CCCCC1=CN=CC=C1,1.49
3106,CC(=O)C1=CC=C(C=C1)C#N,1.22
3107,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCC1,1.34
3108,O=C1NNC(=O)C2=CC=CC=C12,0.11
3109,CC(C)OP(C)(=O)OC(C)C,1.03
3110,S=C1NC=CC=N1,-1.11
3111,CCCCCC1=CC(OC)=C2C3CC(C)=CCC3C(C)(C)OC2=C1,8.06
3112,NC(=O)C1=CC=CC=N1,0.15
3113,NC(=O)C1=CC=NC=C1,-0.28
3114,NC1=CC=CC=C1C1=CC=CC=C1N,1.34
3115,NC1=NN=C(N)N1,-1.61
3116,CC1=NOC(=N1)C1=CC=CC=N1,0.89
3117,CC1CN(CC(C)O1)N=O,0.32
3118,CCOC(=O)C(=O)NC1=CC=CC=C1,1.48
3119,O[C@@H]1CCCC[C@H]1O,0.08
3120,OC[C@H]1O[C@@H](OC2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,-0.75
3121,COC1=CC=CC(OC)=C1C(O)=O,0.66
3122,CCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,1.14
3123,CC(O)=NC1=CC(C)=C(C)C(C)=C1,2.5
3124,CN(C)C#N,-0.15
3125,CC(=O)C1=CSC=C1,1.24
3126,OCC1=C2C=CC=CC2=CC2=CC=CC=C12,3.04
3127,ClC1=CC=CC(=C1)C1C(=O)C2=CC=CC=C2C1=O,3.61
3128,OC(=O)C1=CC2=CC=CC=C2N1,2.31
3129,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,3.6
3130,CN(N)C(=O)C1=CC=CC=C1,0.7
3131,OC1=NC2=C(C=C(Cl)C=C2)C(=NC1)C1=CC=C(F)C=C1,2.9
3132,[O-][N+](=O)C1=C(F)C=CC=C1,1.69
3133,CCCCOC1=CC=C(C=C1)C(O)=O,3.57
3134,C1=CC=C(C=C1)C1=C2C=CC=CC2=C(C2=CC=CC=C2)C2=CC=CC=C12,8.46
3135,OC(=O)CCCC(=O)C1=CC=CC=C1,1.49
3136,O=C1CCCCC1C1=CCCCC1,3.17
3137,OC(CC1=CC=CC=C1)=NC1=CC=CC=C1N(=O)=O,2.73
3138,S=C=NC1=CC=C(C=C1)C1=CC=CC=C1,4.66
3139,FC(F)S(=O)(=O)NC1=CC=C(Cl)C=C1,2.84
3140,FC1=CC=CC(F)=N1,1.17
3141,COCC1=CC=C(C=C1)C#N,1.23
3142,CC1=CC=C(C=C1)C(O)C1=CC=CC=C1,3.13
3143,C[C@@H](O)C1=CC=CC=C1,1.42
3144,CC(=O)OC1=CC(=CC=C1)[N+]([O-])=O,1.82
3145,NC1=NC=CC2=CC=CC=C12,1.9
3146,NS(=O)(=O)C1=CC2=C(C=C1F)N=CNS2(=O)=O,-0.29
3147,CCCCOC(=O)NC1=CC=CC=C1,3.3
3148,CC1(C)N=C(N)N=C(N)N1C1=CC=C(F)C=C1,0.37
3149,NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(F)(F)F)C=C1Cl,0.49
3150,CCC1=CC=CN1,1.59
3151,OC(=O)C=CC=CC1=CC=CC=C1,3.15
3152,CC(C)CC1=CC=C(CC(O)=O)C=C1,3.35
3153,CCOC1=CC=CC2=C1N=CC=C2,2.25
3154,CC1=CC(C)=NC=N1,0.62
3155,CC1(C)CC2=C(O1)C(O)=CC=C2,2.08
3156,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,2.32
3157,CC(=O)C1=CC=C(C=C1)S(N)(=O)=O,0.2
3158,CC(C)=NNC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,3.05
3159,COC1=CC(=C(O)C=C1)[N+]([O-])=O,2.02
3160,CCOC(=O)C1=CC=NC=C1,1.43
3161,CC1=C(O)C=CC(Cl)=C1,2.78
3162,OP(O)(=O)C1=CC=CC=C1,0.54
3163,CC1=CC=CC=C1C1=NC2=C(N1)C=C(C=C2)N(=O)=O,3.42
3164,OC(=N)N\N=C\C1=CC=CC=C1,1.27
3165,CON(C)C(=O)NC1=CC=CC=C1,1.29
3166,NC(=O)C1=CC(=CC=C1)S(N)(=O)=O,-0.84
3167,NS(=O)(=O)C1=CC=C(O)C=C1,0.06
3168,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,5.34
3169,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1,2.4
3170,OCC1=CC2=CC=CC=C2C=C1,2.21
3171,COP(=S)(OC)OC1=CC(C(C)C)=C(C=C1)[N+]([O-])=O,4.05
3172,[O-][N+](=O)C1=CC2=C(C=C[N+]([O-])=C2C=C1)[N+]([O-])=O,0.9
3173,CN(C)NC(=O)CCC(O)=O,-1.5
3174,CC1=CC=C(N)N=C1,1.02
3175,NC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,4.31
3176,CC(C)C1=CC=CC=C1OC(C)=O,2.78
3177,C\N=C(/N)NC#N,-0.77
3178,CCNC1=NC(NC(C)C)=NC(OC)=N1,2.69
3179,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,2.99
3180,CC(=O)\C=C\C1=CC=C(F)C=C1,2.22
3181,CC1(CCCCC1)NC(O)=NC1=CC=CC=C1,3.6
3182,CCOC(=O)CC(C)N1N=C2C=CC=CC2=N1,2.7
3183,[O-][N+]1=CC=CC2=CC=CC=C12,0.36
3184,O=S1(=O)NC2=CC=CC=C2N1,1.12
3185,CSC1=NC=C(N1C)N(=O)=O,0.94
3186,NC1=NN=C(CCC2=CC=CC=C2)O1,1.19
3187,CC1=NC(=CC=C1)C#N,0.84
3188,CN1C(N)=NC2=CC=CC=C12,0.95
3189,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,2.41
3190,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,2.06
3191,C=CCOP(=O)(OCC=C)OCC=C,1.76
3192,SC(=N)N\N=C\C1=CC=CC=C1,1.86
3193,COC1=CC=CC=N1,1.34
3194,CC1=NN=CC=C1,-0.35
3195,C1CC2=CC=C(CCC3=CC=C1C=C3)C=C2,4.33
3196,N#CC1=C(C=NC=C1)C#N,0.24
3197,COC(C)(C)C,0.94
3198,S=C=NC1=CC2=CC=CC=C2C=C1,4.34
3199,CCCCC1=CC=C(O)C=C1,3.65
3200,CC(O)=NC1=C(C)C(C)=C(C)C=C1,1.76
3201,OC(=O)C1=CC=C(CCl)C=C1,2.12
3202,CC1=CC=CC(OCC(O)=O)=C1,1.78
3203,CC(C)C1=CC=C(OCC(O)=O)C=C1,2.69
3204,COC(=O)C1=CC2=CC=CC=C2O1,2.53
3205,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,3.3
3206,CC(NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)C(O)=O,2.09
3207,CC(C)CC(NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)C(O)=O,3.25
3208,NC(=O)C1=CC2=CC=CC=C2N1,1.61
3209,NC(=O)C1=C2C=CNC2=CC=C1,0.66
3210,NC(=O)C1=CC2=C(NC=C2)C=C1,0.87
3211,CN1C=CN=C1[N+]([O-])=O,-0.17
3212,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1,1.1
3213,NNC(=O)C1=CC(Cl)=CC=C1,1.18
3214,O=C1SSC2=CC=CC=C12,2.73
3215,O=S(=O)(NC1=CC=CC=C1)C1=CC=CC=C1,2.58
3216,CCC1CCCCC1,4.56
3217,C=CC(=O)OCCOCCOCCOC(=O)C=C,0.96
3218,N1N=CC(=N1)C1=CC=CC=C1,1.91
3219,CC1(C)OC(=O)C2=CC=CC=C12,1.73
3220,OC1=C(I)C=C(C=C1I)C#N,3.43
3221,CCCCCCCC(=O)OC1=C(Br)C=C(C=C1Br)C#N,5.4
3222,CC1=CC(=O)N2C=CC=CC2=N1,0.57
3223,CC(C)C(NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)C(O)=O,2.88
3224,COC1=CC=CC=C1OC1=CC=CC=C1,2.92
3225,CCN(CC)C(=O)C1=CC=CC=C1,1.25
3226,OC(=NC1=CC=CC=C1Cl)C1=CC=CC=C1O,4.35
3227,ClC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,2.09
3228,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,1.14
3229,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,1.19
3230,CCC(=O)C1=CC=NC=C1,0.77
3231,OC(=O)C1=C(Cl)C=CC(Cl)=N1,1.06
3232,C1OCC=C1,0.46
3233,CNS(=O)(=O)C1=CC=C(N)C=C1,-0.01
3234,CN(C)S(=O)(=O)C1=CC=C(N)C=C1,0.67
3235,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,5.9
3236,COC1=NN=C(Cl)C=C1,0.89
3237,ClC1=NC=CC=N1,0.36
3238,C1=CC=C(C=C1)C1=NC=NC=N1,1.93
3239,S=C=NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,7.02
3240,CC1=CC=CC2=C1CC1=C2C=CC=C1,4.97
3241,CCCCCCCCC(=O)OC,4.32
3242,COC(=O)CCCCCC(=O)OC,1.38
3243,CC(=O)NC1=CC=C(OC(F)(F)F)C=C1,2.62
3244,[H][C@@]12CCC3=C(C=CC(=C3)C(C)C)[C@@]1(C)CCC[C@@]2(C)C(O)=O,4.8
3245,NC(=O)C1=CC(=CC=C1)C(N)=O,-0.21
3246,ClC1=C(Cl)C=C2OC3=CC(Cl)=C(Cl)C=C3OC2=C1,6.8
3247,C=CCOC1=CC=CC=C1,2.94
3248,IC1=NC(I)=C(I)N1,2.78
