SMILES,LogWS
CCCCOC(=O)c1ccc(O)cc1,2.315970345
O=C(OOC(=O)c1ccccc1)c1ccccc1,0.959041392
O=C(/C=C/C=C/c1cc2OCOc2cc1)N1CCCCC1,1.602059991
Cc1cc(Cl)ccc1OCC(O)=O,2.799340549
OC(=O)COc1ccc(Cl)cc1Cl,2.830588669
Cc1cc(Cl)ccc1OCCCC(O)=O,1.681241237
OC(=O)CCCOc1ccc(Cl)cc1Cl,1.662757832
CCC(CO)C(O)CCC,4.62324929
CCN(CC)C(=S)SCC(=C)Cl,2
c1cccc2[nH][n][n]c21,4.29666519
c1cccc2[s]ccc21,2.113943352
c1[n]c2ccccc2[s]1,3.633468456
Cc1ccccc1C,2.250420002
Cc1ccccc1O,4.413299764
Cc1ccccc1Cl,2.572871602
Clc1ccccc1Cl,2.193124598
Nc1ccccc1Cl,3.911690159
Cc1ccccc1N,4.220108088
Nc1ccccc1N,4.606381365
Nc1ccccc1O,4.301029996
Oc1ccccc1Cl,4.053078443
Cc1cc(C)c(C)cc1,1.755874856
Cc1cc(O)ccc1C,3.677606953
Cc1cc(Cl)c(Cl)cc1,1.414973348
Nc1cc(Cl)c(Cl)cc1,1.963787827
Cc1cc(O)c(C)cc1,3.549003262
Cc1cc(C)c(C)cc1C,0.541579244
Clc1cc(Cl)c(Cl)cc1Cl,-0.225483034
Oc1cc(Cl)c(Cl)cc1Cl,3.079181246
C1OC1c1ccccc1,3.477121255
ClCC(Br)CBr,3.089905111
CC(CC)CC,1.252853031
CCC(=O)CC,4.661812686
OC(CCl)CCl,4.995635195
COC(=O)C=C,4.693726949
CC1CCCC1,1.62324929
S=C1NCCN1,4.301029996
CC1CCCO1,5.142076461
O=C1CCCO1,6
CC(OP(C)(=O)F)C(C)(C)C,4.322219295
Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.146128036
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1.477121255
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.587486465
COc1cc(CC=C)ccc1O,3.391464412
CC(=C)C(=O)OCC,3.73239376
C=C(CC(O)=O)C(O)=O,4.88536122
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.611723308
CC(C)C(=O)OCC(C)C,3
CC(=C)C(=O)OCC(C)C,3.113943352
CC(=C)C(=O)OCCCC,2.903089987
CCC(CO)CC,3.602059991
OCc1ccco1,6
O=Cc1ccco1,4.869818208
CC(C)(C)c1ccccc1,1.469822016
ClC(Cl)(Cl)c1ccccc1,1.72427587
FC(F)(F)c1ccccc1,2.146128036
NS(=O)(=O)c1ccccc1,3.633468456
CC(C)(C)c1cc(O)c(O)cc1,3.301029996
CC(C)(C)c1ccc(O)cc1,2.763427994
CC1CCC(CC=1)C(C)(C)O,3.851258349
CC(C)(C)c1ccc(cc1)C(O)=O,1.447158031
OC(=O)[C@@H]1CCC(=O)N1,5.677606953
CC(C)c1ccccc1,1.787460475
CC(=C)c1ccccc1,2.064457989
CC(N)c1ccccc1,4.62324929
CC(=O)c1ccccc1,3.787460475
ClC(Cl)c1ccccc1,2.397940009
OC(=O)C1CCCCC1,3.662757832
NC(=O)c1ccc[n]c1,5.698970004
[O-][N+](=O)c1ccccc1,3.320146286
NC(=O)c1c[n]cc[n]1,4.176091259
Cc1cc(ccc1)C(O)=O,2.991226076
Nc1cc(ccc1)C(O)=O,3.770852012
Oc1cccc(c1)C(O)=O,3.860338007
Cc1cc(ccc1)[N+]([O-])=O,2.698970004
Nc1cc(ccc1)[N+]([O-])=O,3.079181246
OC(=O)C(CC(O)=O)CC(O)=O,5.521138084
COC(=O)c1cc(O)c(O)c(O)c1,4.025305865
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,0.84509804
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,3.130333768
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,2.444044796
CC1=CCC(CC1=O)C(C)=C,3.113943352
Oc1cc(ccc1O)C(O)=O,4.260071388
[O-][N+](=O)c1cc(Cl)c(Cl)cc1,2.08278537
[O-][N+](=O)c1cccc(c1)C=O,3.212187604
[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,2.726727209
CCCC(CCC)C(O)=O,3.301029996
CCC(C)c1ccc(O)cc1,2.982271233
COC(=O)c1ccc(O)cc1,3.397940009
Cc1ccc(cc1)C(C)C,1.369215857
CC(=O)c1ccc(N)cc1,3.525044807
CC(=O)c1ccc(O)cc1,3.995635195
Cc1ccc(cc1)C(O)=O,2.531478917
Oc1ccc(cc1)C(O)=O,3.698970004
Cc1ccc(cc1)N(C)C,2.812913357
Cc1ccc(cc1)[N+]([O-])=O,2.645422269
[O-][N+](=O)c1ccc(Cl)cc1,2.352182518
Nc1ccc(cc1)[N+]([O-])=O,2.862131379
[O-][N+](=O)c1ccc(O)cc1,4.064457989
COc1ccc(cc1)C(O)=O,2.72427587
COc1ccc(cc1)[N+]([O-])=O,2.770852012
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,1.838849091
OC(=O)c1ccc(c[n]1)C(O)=O,3.079181246
C=CC1CC=CCC1,1.698970004
CCc1ccccc1,2.227886705
C=Cc1ccccc1,2.491361694
ClCc1ccccc1,2.720159303
NCc1ccccc1,6
N#Cc1ccccc1,3.301029996
OCc1ccccc1,4.632457292
O=Cc1ccccc1,3.841984805
OCc1c[n]ccc1,6
CNc1ccccc1,3.749736316
NNc1ccccc1,5.103803721
ONc1ccccc1,4.602059991
COc1ccccc1,3.017033339
CSc1ccccc1,2.704150517
CCc1cccc[n]1,5.531478917
O=NN1CCCCC1,4.883661435
Cc1cc(C=C)ccc1,1.949390007
Oc1cc(C=O)ccc1,3.85672889
Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,0.903089987
CC(C)OC(=O)Nc1cccc(Cl)c1,1.949390007
O=C(Nc1cc(Cl)ccc1)OCC#CCCl,1.041392685
CN(C)C(=O)Nc1ccccc1,3.605305046
Nc1ccc(Cc2ccc(N)cc2)cc1,3
C(c1ccccc1)c1ccccc1,1.149219113
c1ccccc1Oc1ccccc1,1.255272505
CCCN(CCC)CCC,2.873901598
CC(=O)OC(COC(C)=O)COC(C)=O,4.763427994
CCCCN(CCCC)CCCC,2.152288344
C(Cc1ccccc1)c1ccccc1,0.633468456
c1ccccc1/C=C/c1ccccc1,-0.537602002
c1ccccc1N=Nc1ccccc1,0.806179974
CCOC(=O)C=Cc1ccccc1,2.250420002
C(OCc1ccccc1)c1ccccc1,1.602059991
CCCc1ccccc1,1.717670503
O=CNc1ccccc1,4.456366033
CCOc1ccccc1,2.755112266
OC(=O)Cc1ccccc1,4.220108088
CC(=O)Nc1ccccc1,3.805500858
NC(=S)Nc1ccccc1,3.392696953
CC(=O)Nc1ccc(O)cc1,4.146128036
COc1ccc(C=CC(=O)OCCOCC)cc1,2.698970004
OCC(O)COc1ccc(Cl)cc1,4
CC=Cc1ccc(cc1)OC,2.045322979
CCCCc1ccccc1,1.071882007
O=CC=Cc1ccccc1,3.152288344
CCCCC(CN)CC,3.397940009
CCCCC(CO)CC,2.944482672
Cc1ccc(C=O)cc1,3.356217134
OC(=O)/C=C/c1c[nH]c[n]1,3.176091259
CCc1ccc(CC)cc1,1.394451681
CCCC(C)CO,3.77815125
CCC(=O)OCC,4.283301229
CCOC(=O)NC,5.838849091
CC(=O)CC(=O)OC,5.698970004
CCC(C)OC(C)=O,3.792391689
CCOC(=O)CC(=O)OCC,4.365487985
CCOC(=O)CCC,3.69019608
CCOC(=O)CC#N,4.301029996
CC(OCC)OCC,4.643452676
CCOC(=O)OCC,4.274157849
O=C1CCCCCN1,5.8876173
CCCOC(=O)CCC,3.209515015
Cc1cc(C)c(O)cc1,3.895974732
CCCCCCC(=O)OCC,2.462397998
CCCCCCCC(=O)OCC,1.845532117
CCCCC(=O)CC,3.633468456
CCC(=O)OCCC,3.724439723
Brc1ccc(Br)cc1,1.301029996
Cc1ccc(Br)cc1,2.041392685
Clc1ccc(Br)cc1,1.652246341
Oc1ccc(Br)cc1,4.146128036
Cc1ccc(C)cc1,2.209515015
Cc1ccc(Cl)cc1,2.025305865
Cc1ccc(O)cc1,4.33243846
Clc1ccc(Cl)cc1,1.910090546
Nc1ccc(Cl)cc1,3.591064607
Oc1ccc(Cl)cc1,4.380211242
Cc1ccc(N)cc1,3.812913357
Nc1ccc(N)cc1,4.568201724
O=C1C=CC(=O)C=C1,4.045322979
CC(C)COC(=O)C=C,3.301029996
CCCCCC(=O)OC,3.122870923
CCC1CO1,4.977723605
ClCC1CO1,4.818885415
C=CCOCC1CO1,5.149219113
BrCCBr,3.592176757
CCCBr,3.389166084
C=CCBr,3.583198774
CCCC,1.786751422
CCC=C,2.344392274
C=CC=C,2.866287339
CCC#C,3.457881897
C=CC=O,5.326335861
ClCCBr,3.838849091
C=CCCl,3.527629901
ClCCCl,3.934498451
OCCCl,6
CCCI,3.029383778
CCCN,6
C=CCN,6
CCC#N,5.012837225
C=CC#N,4.872156273
C=CCO,6
C#CCO,6
OCCO,6
COC=O,5.361727836
NCCS(O)(=O)=O,4.906873535
NC(=O)OCC(Cl)(Cl)Cl,4
CC(C)CCBr,2.293141483
CCCC(C)C,1.146128036
CCCC(C)=O,4.633468456
NC(=O)CC#N,5.113943352
CCCC(O)=O,4.77815125
NCCC(O)=O,5.736396502
CNCC(O)=O,5.477121255
CCC[N+]([O-])=O,4.176091259
CC(=O)OC=C,4.301029996
CC(C)CC(C)C,0.740362689
CC(C)CC(C)=O,4.278753601
CC(C)CC(C)O,4.214843848
CC(C)NC(C)C,5.041392685
CC(C)OC(C)C,3.944482672
CC(C)OC(C)=O,4.489958479
CC(=O)OC(C)=O,5.079181246
C=C1C=CC(=O)O1,4
CC1COC(=O)O1,5.243038049
Brc1cc(Br)ccc1,1.829303773
Clc1cc(Br)ccc1,2.071882007
Cc1cc(C)ccc1,2.206825876
Cc1cc(O)ccc1,4.356025857
Nc1cc(Cl)ccc1,3.73239376
Oc1cc(Cl)ccc1,4.414973348
Cc1cc(N)ccc1,4.176091259
Nc1cc(N)ccc1,5.376576957
Oc1cc(O)ccc1,5.855519156
Cc1cc(C)[n]cc1,5.544068044
Cc1cccc(C)[n]1,5.477121255
CC(CCl)OC(C)CCl,3.230448921
CCOC(=O)CC(C)C,3.301029996
COCC(C)OC(C)=O,5.29666519
Cc1cc(C)cc(C)c1,1.683047038
Cc1cc(O)cc(C)c1,3.688419822
Clc1cc(Cl)cc(Cl)c1,0.778874472
Oc1cc(O)cc(O)c1,4.025305865
Cc1cc(C)[n]c(C)c1,4.544068044
CC(C)CC(O)CC(C)C,2.648360011
CC(C)CC(=O)CC(C)C,3.421603927
CC(C)CC(C)OC(C)=O,3.113943352
BrC1CCCCC1,2.918030337
Brc1ccccc1,2.649334859
CC1CCCCC1,1.146128036
Cc1ccccc1,2.720985744
Cc1cc[n]cc1,6
Clc1ccccc1,2.697229343
NC1CCCCC1,6
OC1CCCCC1,4.62324929
O=C1CCCCC1,4.397940009
Oc1ccccc1,4.918030337
Sc1ccccc1,2.921686475
Cc1c[n]ccc1,6
Oc1c[n]ccc1,4.522444234
CN1CCOCC1,6
Brc1cccc[n]1,4.318063335
Cc1cccc[n]1,6
CC1CNCCN1,5.638489257
Cc1c[n]cc[n]1,6
Clc1cccc[n]1,4.301029996
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,3.556302501
CCCC(=O)OCCCC,2.698970004
CCCCC(O)=O,4.380211242
C=CCNC(N)=S,4.770852012
CC(C)OCCO,6
CCCOC(C)=O,4.276461804
BrCCCBr,3.230448921
CCCCBr,2.939019776
CCCCC,1.579783597
CCCC=C,2.170261715
CC=CCC,2.307496038
CCCCCl,3.041392685
ClCCCBr,3.350248018
CCCCN,6
CCCC#N,4.51851394
N#CCC#N,5.123851641
CCCCS,2.775974331
COCCO,6
COCOC,5.387389826
CCNCC,6
CCOC=C,4
C=COC=C,3.88592634
CCOC=O,4.945468585
c1ccc[nH]1,4.653212514
C1CCCO1,6
c1ccco1,4
c1ccc[s]1,3.478566496
CC(C)(C)OOC(C)(C)C,2
CC(C)CCC(C)=O,3.73239376
OC(=O)CCC(O)=O,4.920123326
CC(C)COC(C)=O,3.799340549
CCCCCCCCCC(=O)OCC,1.201123897
CCOC(=O)CCCCCCCCC(=O)OCC,1.903089987
CCCCCCCCCC(=O)OC,0.643452676
CCCCCC(C)=O,3.633468456
C/C=C/C=C/C(O)=O,3.281033367
CC(C)CCOC=O,3.544440137
CCCCCBr,2.103803721
CCCCCC,0.977723605
CCCCCN,6
N#CCCC#N,5.103803721
CCCCC=O,4.068185862
COCCOC,6
CCCOC=O,4.342422681
CCOCCO,6
C1CCCCC1,1.740362689
C1CCCC=C1,2.328379603
C1CNCCN1,6
c1cccc[n]1,6
C1OCOCO1,5.243038049
C1CCCCN1,6
C1COCCN1,6
OC(=O)CCCC(O)=O,6.204119983
CC(O)CNCC(C)O,5.934498451
CCCCCCCC(=O)OC,1.808885867
CCCCCCC(C)=O,2.953759692
CCCCCCC(O)=O,3.449940989
CCOCCOC(C)=O,5.271841607
OC(=O)CCCCCC(O)=O,4.698970004
OC(=O)CCSCCC(O)=O,4.570192561
OC(=O)CCCCCCCCC(O)=O,3
CCCCCCBr,1.409933123
CCCCCCN,4.079181246
CCCCCCO,3.770852012
CCCCOC=C,3.477121255
OCCNCCO,6
CCCOCCC,3.69019608
ClCCOCCCl,4.235528447
CC(=O)OCCOC(C)=O,5.250420002
CCCCCCCC,-0.180456064
CCCCCCC=C,0.612783857
N#CCCCCC#N,4.903089987
CCCCCCCO,3.222716471
CCCCCCC=O,3.096910013
CCCCOCCO,6
CCCCCCCCBr,0.222716471
CCCCCCCCC,-0.657577319
CCCCCCCCO,2.73239376
CCOCCOCCO,6
CCCCNCCCC,3.544068044
COCCOCCOC,6
CCCCCCCCC(O)=O,2.45331834
NCCNCCNCCN,6.678700435
CCCCCCOCCO,3.995635195
ClCCOCCOCCCl,4.276461804
CCCCCCCCCCO,1.568201724
CCOCCOCCOCC,6
CCCCCCCCCCC(O)=O,1.717670503
C=CCCCCCCCCC(O)=O,1.867467488
CCCCCCCCCCCC,-2.431798276
CCCCOCCOCCCC,3.301029996
CCCCCCCCCCCCO,0.602059991
NCCNCCNCCNCCN,6.815245592
CCCCCCCCCCCCCCO,-0.718966633
CCCCOCCOCCOCCCC,3.477121255
CCCCCCCCCCCCCCCCCCO,-2.958607315
CNC(=O)Oc1ccccc1OC(C)C,3.269512944
COC,4.662757832
CC(C)=C,2.419955748
CC(C)(O)C#C,6
OCC(Cl)(Cl)Cl,4.920645001
CC(C)(S(=O)(=O)CC)S(=O)(=O)CC,4.139879086
FC1(F)C(F)(F)C(F)(F)C1(F)F,1.373463722
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-0.096910013
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.235528447
OCC(CO)(CO)CO,4.859138297
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0.278753601
COP(=O)(Oc1ccccc1)Oc1ccccc1,3.301029996
CS(=O)c1ccc(cc1)OP(=S)(OCC)OCC,3.301029996
CCNC(=O)CSP(=S)(OC)OC,3.929418926
CNC(=O)ON=CC(C)(C)SC,3.780317312
[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,0.320146286
OC(=O)C(c1ccccc1)c1ccccc1,2.103803721
O=C1c2ccccc2C(=O)C(Cl)=C1Cl,0.903089987
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,-0.568636236
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,1.086359831
Oc1ccccc1C(=O)Oc1ccccc1,2.176091259
CC1OC=CC(=O)C=1O,4.037426498
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.207608311
Oc1c(Br)cc(Br)cc1Br,1.84509804
Cc1ccccc1C(O)=O,3.071882007
OC(=O)c1ccccc1Cl,3.320146286
Nc1ccccc1C(O)=O,3.544068044
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,2.06069784
COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,2.190331698
Cc1cc(c(O)cc1)[N+]([O-])=O,2.80140371
COC(=O)c1ccccc1O,2.84509804
OC(C(=O)c1ccccc1)c1ccccc1,2.477121255
O=C(c1ccccc1)c1ccccc1,2.136720567
C1CCCc2ccccc21,1.672097858
c1[n]ccc2ccccc21,3.655138435
CNc1ccccc1C(O)=O,2.301029996
COc1cc(ccc1N)-c1cc(OC)c(N)cc1,1.77815125
c1cc([n]c2ccccc21)-c1ccc2ccccc2[n]1,0.008600172
OCCN(CCO)c1ccccc1,4.523746467
c1c2ccccc2cc2ccccc21,-1.36251027
Oc1ccc(Cl)cc1Cc1ccccc1,2.173186268
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,2.544068044
CCOC(=O)c1ccc(O)cc1,2.946943271
O=Cc1cc2OCOc2cc1,3.544068044
c1cccc2[nH]ccc21,3.551449998
Oc1ccccc1O,5.663700925
Clc1cc(Cl)c(Cl)cc1,1.69019608
Oc1ccc(Cl)cc1Cl,3.744292983
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,2.301029996
COc1cc(C=O)ccc1O,4.041392685
COc1cc(ccc1O)C(O)=O,3.176091259
CCN(CC)CC,4.836324116
CC(=O)Nc1ccc(cc1)S(N)(=O)=O,3.72427587
CN(C)c1ccccc1,3.161368002
[O-][N+](=O)c1cccc(Cl)c1,2.436162647
CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC,2.155336037
CCCOC(=O)c1cc(O)c(O)c(O)c1,3.544068044
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,1.775974331
OC(=O)c1cc(ccc1)C(O)=O,2.113943352
[O-][N+](=O)c1cc(ccc1)C(O)=O,3.553883027
COC(=O)c1ccc(cc1)OC,2.808210973
COc1[n]c(cc(NS(=O)(=O)c2ccc(N)cc2)[n]1)OC,2.53529412
Cc1cc(ccc1[N+]([O-])=O)OP(=S)(OC)OC,1.579783597
CN(C)C(=O)OC1CC(C)(C)CC(=O)C=1,4.477121255
CCNc1[n]c(Cl)[n]c(NCC)[n]1,0.792391689
c1ccccc1Nc1ccccc1,1.72427587
CC(C)OC(=O)Nc1ccccc1,2.252853031
OC(=O)COc1ccccc1,4.079181246
C(Oc1ccccc1)C1CO1,3.380211242
OC(=O)COc1ccc(Cl)cc1,2.980911938
OCCCc1ccccc1,3.754348336
OCCOc1ccccc1,4.426511261
CCCCC(CCl)CC,2
CCc1ccc(O)cc1,3.69019608
Oc1ccc(C=O)cc1,3.926856709
COc1ccc(C=O)cc1,3.632457292
CCCC(=O)CCC,3.505149978
OC(=O)CCC(=O)OOC(=O)CCC(O)=O,4.522444234
CCOC(=O)CCC(=O)OCC,4.281033367
CCCCCCCCC(=O)OCC,1.469527479
Nc1ccc(O)cc1,4.204119983
Oc1ccc(O)cc1,4.857332496
O=C1C=CC(=O)NN1,3.653887558
CCC=O,5.485721426
CC(C)CCO,4.426511261
CC(=O)CC(C)=O,5.220108088
O=C1CCC(=O)N1,5.292256071
CC1OC(C)OC(C)O1,5.049218023
CCCCCC(=O)OCC,2.798374377
CCCC=O,4.851258349
C/C=C/C=O,5.176091259
C1CCCN1,6
CCCCOC(C)=O,3.924279286
C1COCCO1,6
CC(C)CCOC(C)=O,3.301029996
OC(=O)CCCCCCCC(O)=O,3.380211242
C=CCNCC=C,4.934498451
OC(=O)CCCCC(O)=O,4.488550717
CCCCCCCC(O)=O,2.897077003
NCCCCCCN,6.391640703
CCCCCCCC=C,0.049218023
CCCCCCCC=O,2.748188027
CCCCOCCOCCOC(C)=O,4.491361694
CCCCCCCCC=O,1.982271233
CNC,6.212187604
ClC(Br)Br,3.431363764
FC(Br)C(F)(F)F,3.356025857
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@]21F,1.903089987
CCC1(C(=O)NCNC1=O)c1ccccc1,2.698970004
CC(=O)c1c2OC3=CC(=O)C(C(=O)C3(C)c2c(O)c(C)c1O)C(C)=O,2
COC1=CC(=O)C[C@@H](C)[C@@]21Oc1c(Cl)c(cc(OC)c1C2=O)OC,0.936513742
[O-][N+](=O)C(CO)(CO)CO,6.342422681
C#CC1(CCCCC1)OC(N)=O,3.397940009
CCCCOP(=O)(OCCCC)OCCCC,2.447158031
CCSCCSP(=O)(OCC)OCC,3.301029996
CC(=C)C#N,4.404833717
NC(=O)NO,6
ClC(Cl)=C(Cl)Cl,2.31386722
CC(=O)N(C)C,6
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@@H]3O,1.739967697
COc1c2C(=O)O[C@H]([C@H]3c4c(OC)c5OCOc5cc4CCN3C)c2ccc1OC,2.477121255
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,-0.48148606
c1cc2cccc3ccc4cccc1c4c32,-0.869666232
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,1.77815125
COC(=O)c1ccccc1C(=O)OC,3.602059991
CCCOC(=O)c1ccccc1C(=O)OCCC,2.033423755
C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.260071388
CN(C)CCc1cc2OCOc2c(OC)c1CC(=O)c1ccc(OC)c(OC)c1C(O)=O,2.892094603
[O-][N+](=O)c1cc(cc(C2CCCCC2)c1O)[N+]([O-])=O,1.176091259
Oc1ccc2ccccc2c1N=O,3
Oc1c2ccccc2ccc1N=O,2.698970004
OC(=O)c1cc([n]c2ccccc21)-c1ccccc1,2.204119983
c1cccc2oc3ccccc3c21,0.491361694
c1cccc2[s]c3ccccc3c21,0.167317335
OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc21,2.301029996
Oc1cc2ccccc2c(O)c1,3.255272505
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.707570176
Nc1cc(O)c(cc1)C(=O)Oc1ccccc1,0.84509804
Cc1c(Cl)c(O)cc(C)c1Cl,2.301029996
NS(=O)(=O)c1cc2c(cc1Cl)NC(NS2(=O)=O)C(Cl)Cl,2.903089987
Nc1cc(Cl)cc(C(O)=O)c1Cl,2.84509804
Nc1cccc2ccccc21,3.230448921
CCc1ccccc1CC,1.851869601
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,2.477121255
Oc1cc2ccccc2cc1,2.877946952
Nc1ccc(cc1)-c1ccc(Cl)cc1,0.670616886
CCC(C)c1ccccc1,1.245512668
CCCCOC(=O)c1ccccc1,1.770852012
CCCCCCc1ccc(O)cc1O,2.698970004
Cc1cc(N)c(C)cc1C,3.176091259
CCC(C)CO,4.472756449
CCN(CC(=O)Nc1c(C)cccc1C)CC,3.612783857
CCCCOC(=O)C(C)O,4.602059991
OC(=O)C1C[C@@H](O)[C@H](O)[C@H](O)C=1,5.176091259
CC1CCC(CC=1)C(C)=C,1.028774527
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,0.934498451
Oc1cc(C=O)ccc1O,3.800029359
CCNC(=O)Nc1[n]cc([s]1)[N+]([O-])=O,2.477121255
OC(=O)/C=C/c1ccccc1,2.746634199
CC(=O)OCc1ccccc1,3.491361694
COc1ccc(CC=C)cc1,2.249931757
CCOC(=O)C=C,4.176091259
CCOC(=O)CCCCC(=O)OCC,3.626340367
CCCCOC(=O)C=C,3.301029996
NCCO,6
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,6
OC(=O)CCI,4.870988814
CCOC(C)=O,4.903089987
CC(C)=CC(C)=O,4.460897843
OC(=O)CC(O)=O,5.882524538
CCc1cc(CC)ccc1,1.380211242
CC(=O)CC(=O)OCC,5.041392685
ClCCCCl,3.439332694
C1CCC=C1,2.728353782
CCCCCC(O)=O,4.012837225
C1CCCCO1,4.904174368
CCCCCCC,0.531478917
CCCNCCC,4.545307116
CCCCCCOC(C)=O,2.707995746
CCCCOCCCC,2.477121255
CCCCCCCCCCCC(O)=O,0.682145076
CCCCCCCCCO,2.146128036
Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,2.886490725
CC(=O)NS(=O)(=O)c1ccc(N)cc1,4.096910013
Cc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,3.021189299
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.848804701
OC(=O)[C@@H]1CCCN1,5.209515015
Cc1c(cc(cc1C(N)=O)[N+]([O-])=O)[N+]([O-])=O,3
Oc1cccc2ccc[n]c21,2.745074792
OS(=O)(=O)OCCOc1ccc(Cl)cc1Cl,5.397940009
Sc1[n]c2ccccc2[s]1,2.079181246
O[C@H](CO)[C@@H](O)CO,5.785329835
CCCCC(CC)C(O)=O,3.301029996
OC(=O)c1cc(O)c(O)c(O)c1,4.075546961
Nc1ccc(cc1)C(O)=O,3.78604121
CN(C)C(=O)Nc1ccc(Cl)cc1,2.361727836
CCOc1ccc(cc1)NC(N)=O,3.08278537
COc1ccc(O)cc1,4.602059991
FC(F)(F)C(Cl)Br,3.609594409
O=NN(CCCl)C(=O)NCCCl,3.602059991
c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,-3.585026652
c1cc2cccc3c2c2c(cccc21)c1ccccc31,-2.200659451
c1ccc2c3c(cccc31)c1cccc3cccc2c31,-3.397940009
C1c2cccc3ccc4cccc1c4c32,0.041392685
c1cc2c(c3ccccc31)-c1cccc3cccc-2c31,-2.602059991
c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,-2.823908741
c1ccc2c3c(cccc31)-c1ccccc1-2,-0.585026652
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,-3.096910013
c1ccc2C=Cc3cccc1c32,1.206825876
c1c2c3ccccc3c3ccccc3c2cc2ccccc21,-2.795880017
c1cccc2c1c1ccccc1c1ccccc12,-1.386158178
c1cc2c3ccccc3ccc2c2ccccc21,-2.698970004
c1c2ccc3ccccc3c2cc2c3ccccc3ccc21,-2.987162775
c1[n]c2ccccc2c2ccccc21,2.477121255
C1c2c3ccccc3ccc2-c2ccccc21,-1.342944147
C1c2ccccc2-c2cc3ccccc3cc21,-2.397940009
c1[n][n]cc2ccccc21,4.698970004
c1c2ccccc2[n]c2ccccc21,1.584331224
c1cccc2Oc3ccccc3Oc21,-0.045275209
c1[n][nH]c2ccccc21,2.916980047
c1[n]c2ccccc2o1,3.921166051
C1CN2CCN1CC2,5.653212514
C1CCCC1,2.193124598
c1ccc[n][n]1,6
c1[n]ccc[n]1,6
C1CCCCCC1,1.477121255
C1CCCCCCC1,0.897627091
CCOP(=S)(Oc1c[n]cc[n]1)OCC,3.056904851
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,1.57634135
CCSCSP(=S)(OCC)OCC,1.698970004
CCSCCOP(=S)(OCC)OCC,1.77815125
CCSCCSP(=S)(OCC)OCC,1.212187604
COc1c2OC(=O)C=Cc2cc2ccoc21,1.677241846
C[C@H](NC)[C@H](O)c1ccccc1,4.803457116
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,0
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,0.698970004
COP(=O)(NC)Oc1ccc(cc1Cl)C(C)(C)C,2.301029996
