,SMILES,LKoc,LogKoc
398,CCCCOC(=O)Nc1ccccc1,2.26,0.354108439
399,CC1(C)Cc2cccc(OC(=O)NC)c2O1,1.75,0.243038049
400,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.2,0.62324929
401,CN(C)NC(=O)CCC(O)=O,0.95,-0.022276395
402,CCNc1[n]c(NC(C)C)[n]c([n]1)OC,2.64,0.421603927
403,COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,2.6,0.414973348
404,CCNNCC,1.18,0.071882007
405,CNC(=O)O/N=C/C(C)(C)S(C)=O,0.56,-0.251811973
406,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.42,-0.37675071
407,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,4.0,0.602059991
408,NC1C=NN(C(=O)C=1Cl)c1ccccc1,2.08,0.318063335
409,OC(=O)c1[n]c(Cl)ccc1Cl,1.56,0.193124598
410,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,6.5,0.812913357
411,CN(OC)C(=O)Nc1ccc(Cl)cc1,2.1,0.322219295
412,O=P(NC)(NC)Oc1ccccc1,1.51,0.178976947
413,[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,4.0,0.602059991
414,[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,3.9,0.591064607
415,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,3.7,0.568201724
416,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.03,0.605305046
417,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,3.26,0.5132176
418,CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,2.24,0.350248018
419,CC(C)Nc1[n]c([n]c(Cl)[n]1)N(CC)CC,2.91,0.463892989
420,CCNc1[n]c([n]c(Cl)[n]1)N(CC)CC,2.76,0.440909082
421,COc1c(C(O)=O)c(Cl)ccc1Cl,1.5,0.176091259
422,Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,1.3,0.113943352
423,NC(=S)c1c(Cl)cccc1Cl,2.26,0.354108439
424,CC(C)N(C(=O)CCl)c1ccccc1,2.42,0.383815366
425,COC(=O)Nc1cc(Cl)c(Cl)cc1,2.74,0.437750563
426,CCCSC(=O)N(CCC)CCC,2.33,0.367355921
427,Clc1cccc([n]1)C(Cl)(Cl)Cl,2.62,0.418301291
428,CC(C#C)OC(=O)Nc1cccc(Cl)c1,2.21,0.344392274
429,NC(=O)Nc1ccc(Br)cc1,2.06,0.31386722
430,NC(=O)Nc1cccc(Cl)c1,2.01,0.303196057
431,CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,3.55,0.550228353
432,CC1CCCCC1NC(=O)Nc1ccccc1,2.31,0.36361198
433,CCSC(=O)N(CC(C)C)CC(C)C,2.11,0.324282455
434,NC(=O)c1c(Cl)cccc1Cl,0.53,-0.27572413
435,Cc1cc(ccc1N(C)C)OC(=O)NC,2.0,0.301029996
436,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.32,0.365487985
437,Clc1ccccc1-c1ccccc1,3.47,0.540329475
438,CCCNc1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,3.61,0.557507202
439,CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,3.12,0.494154594
440,CCOC(=O)Cc1cccc2ccccc21,2.48,0.394451681
441,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,6.36,0.803457116
442,COC(=O)Nc1cccc(Cl)c1,2.15,0.33243846
443,CC(=O)Nc1cc(Cl)c(Cl)cc1,2.34,0.369215857
444,O=C1C2CCCC=2NC(=O)N1C1CCCCC1,2.14,0.330413773
445,CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,1.9,0.278753601
446,CCSC(=O)N1CCCCCC1,1.92,0.283301229
447,ClC1(C(Cl)=C(Cl)C(Cl)=C1Cl)C1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,4.52,0.655138435
448,Clc1c2c(c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2Cl,5.89,0.770115295
449,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,3.28,0.515873844
450,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,3.35,0.525044807
451,Cc1ccc(cc1Cl)NC(=O)C(C)CCC,2.76,0.440909082
452,CCOP(=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,2.63,0.419955748
453,CC(C)(C)c1ccc(cc1)OC1CCCCC1OS(=O)OCC#C,3.6,0.556302501
454,NC(=O)Nc1cc(Cl)c(Cl)cc1,2.53,0.403120521
455,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl,6.0,0.77815125
456,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,3.32,0.521138084
457,Cc1cc2[n]c3SC(=O)Sc3[n]c2cc1,3.36,0.526339277
458,CCS(=O)(=O)CCSP(=S)(OCC)OCC,3.22,0.507855872
459,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.85,0.45484486
460,CCOc1nc(ns1)C(Cl)(Cl)Cl,3.0,0.477121255
461,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.0,0.477121255
462,COC(=O)Nc1ccccc1,1.73,0.238046103
463,CNC(=O)Oc1cc(C)cc(c1)C(C)C,2.48,0.394451681
464,Nc1cc2c3ccccc3ccc2c2ccccc21,5.21,0.716837723
465,CNC(=O)Oc1cc(C)cc(C)c1,1.71,0.23299611
466,COc1cc(Cl)c(Cl)c(Cl)c1O,2.8,0.447158031
467,COc1cc(Cl)c(cc1Cl)OC,3.1,0.491361694
468,CNC(=O)Oc1cc(C)c(C)c(C)c1,2.6,0.414973348
469,CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,3.7,0.568201724
470,NC(=O)Nc1cccc(Br)c1,2.12,0.326335861
471,CN(OC)C(=O)Nc1ccc(Br)cc1,2.1,0.322219295
472,O(P(OCC)(Oc(ccc(SC)c1)c1)=S)CC,3.18,0.50242712
473,COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.6,0.204119983
474,COP(=S)(Oc1ccc(cc1)Sc1ccc(cc1)OP(=S)(OC)OC)OC,5.0,0.698970004
475,Oc1c(c(Cl)ccc1Cl)C(O)=O,2.3,0.361727836
476,ClC(Cl)=C(c1ccccc1Cl)c1ccc(Cl)cc1,5.49,0.739572344
477,CC1CCCCN1CCCOC(=O)c1cc(Cl)c(Cl)cc1,3.7,0.568201724
478,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,3.94,0.595496222
479,CNC(=O)Nc1ccc(Cl)c(Cl)c1,2.46,0.390935107
480,OCc1ccc(cc1)-c1ccccc1,2.54,0.404833717
481,O=C(Oc(c(ccc1)C(CC)C)c1)NC,1.71,0.23299611
482,OC(=O)CN1c2c(Cl)cccc2SC1=O,1.52,0.181843588
483,CCCC(=O)Oc1c(Br)cc(cc1Br)C#N,3.03,0.481442629
484,CCSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,3.07,0.487138375
485,OC(=O)c1cccc(Cl)[n]1,1.37,0.136720567
486,CS(=O)(=O)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,2.92,0.465382851
487,OCc1cccc2ccccc21,2.17,0.336459734
488,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,4.12,0.614897216
489,Cc1[n]c([n]c(O)c1CCCC)N(C)C,1.95,0.290034611
490,CC1OCCSC=1C(=O)Nc1ccccc1,2.41,0.382017043
491,CC1OCCS(=O)(=O)C=1C(=O)Nc1ccccc1,1.98,0.29666519
492,COc1ccc(N)cc1Cl,1.93,0.285557309
493,CCCOC(=O)Nc1ccccc1,2.06,0.31386722
494,COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,3.52,0.546542663
495,CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,1.66,0.220108088
496,CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,2.32,0.365487985
497,Cc1cc(Cl)ccc1N=CN(C)C,2.91,0.463892989
498,CCCCC(COC(=O)c1ccc(cc1)C(=O)OCC(CCCC)CC)CC,4.16,0.619093331
499,C/C(=C\C(=O)NC)/OP(=O)(OC)OC,0.0,#NUM!
500,Cc1cc(N)ccc1Br,2.26,0.354108439
501,CNC(=O)Oc1ccccc1C1OCCO1,1.6,0.204119983
502,Clc1cc(Cl)ccc1-c1ccc(Cl)cc1,4.63,0.665580991
503,CC(=O)Nc1cc(Cl)c(cc1)OC,1.95,0.290034611
504,c1c(OC)nc(Cl)cc1C(Cl)(Cl)Cl,3.48,0.541579244
505,Cc1ccc(cc1)NC(=O)N(C)C,1.51,0.178976947
506,COc1ccc(NC(=O)N(C)C)cc1,1.4,0.146128036
507,O=C(OC)c(c(c(N)cc1Cl)Cl)c1,2.74,0.437750563
508,CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,2.85,0.45484486
509,C/C(=C\C(=O)OC(C)c1ccccc1)/OP(=O)(OC)OC,2.0,0.301029996
510,COP(N)(=O)SC,0.7,-0.15490196
511,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.0,0.698970004
512,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,2.18,0.338456494
513,COC(=O)Nc1[nH]c2ccccc2[n]1,2.35,0.371067862
514,[Zn+2].[S-]C(=S)NCCNC([S-])=S,3.0,0.477121255
515,[Mn+2].[S-]C(=S)NCCNC([S-])=S,2.38,0.376576957
516,COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,2.08,0.318063335
517,Clc1ccccc1-c1ccccc1Cl,3.92,0.593286067
518,CC(C)(C)SCSP(=S)(OCC)OCC,2.82,0.450249108
519,NC(=O)Nc1cc(ccc1)C(F)(F)F,1.98,0.29666519
520,O=C(Nc1ccccc1)NC1CC1,1.74,0.240549248
521,O=C(Nc1ccccc1)NC1CCCC1,1.93,0.285557309
522,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.85,-0.070581074
523,CCOP(=O)(SCCC)SCCC,1.85,0.267171728
524,O=P(OCC)(OCC)SCc1ccccc1,2.4,0.380211242
525,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2.7,0.431363764
526,CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,3.18,0.50242712
527,Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,3.38,0.5289167
528,CS(=O)(=O)c1ccc(cc1)OP(=S)(OCC)OCC,2.17,0.336459734
529,CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,2.76,0.440909082
530,O=C(Nc1ccccc1)c1ccccc1I,2.82,0.450249108
531,Cc1ccc(cc1Cl)NC(=O)N(C)C,2.02,0.305351369
532,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,4.9,0.69019608
533,COCN(C(=O)CCl)c1c(CC)cccc1CC,2.28,0.357934847
534,OP(O)(=O)CCCl,0.0,#NUM!
535,CC(=NOC(=O)NC)SC,1.3,0.113943352
536,CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12,2.71,0.432969291
537,CNC(=O)N(C)c1[n]c2ccccc2[s]1,2.8,0.447158031
538,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,3.4,0.531478917
539,O=C(Nc1ccccc1)NC1CCCCCC1,2.37,0.374748346
540,CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,3.51,0.545307116
541,COc1ccc(cc1Cl)NC(=O)N(C)C,1.72,0.235528447
542,CN1C(=O)N(OC1=O)c1cc(Cl)c(Cl)cc1,3.48,0.541579244
543,CNC(=O)Nc1ccc(OC)c(Cl)c1,1.84,0.264817823
544,CNC(=O)Nc1cc(Cl)ccc1,1.93,0.285557309
545,CSC1=NN=C(C(=O)N1N)C(C)(C)C,1.71,0.23299611
546,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,4.5,0.653212514
547,CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1,2.28,0.357934847
548,Cc1ccc(cc1Cl)NC(=O)NC,2.1,0.322219295
549,Cc1cc(ccc1SC)OP(=O)(NC(C)C)OCC,2.51,0.399673721
550,CNC(=O)Oc1cccc2OC(C)(C)Oc21,2.75,0.439332694
551,Cc1[n]c([n]c(OC(=O)N(C)C)c1C)N(C)C,1.9,0.278753601
552,CNC(=O)ON=C(SC)C(=O)N(C)C,1.0,0
553,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,2.86,0.456366033
554,Cl.CNC(=O)Oc1cc(ccc1)N=CN(C)C,2.44,0.387389826
555,CCOP(=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,2.48,0.394451681
556,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,3.25,0.511883361
557,CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1,2.31,0.36361198
558,CC1CCCCN1C(=O)CSP(=S)(OCCC)OCCC,3.44,0.536558443
559,[Cl-].C[N+]1(C)CCCCC1,6.0,0.77815125
560,Cc1occc1C(=O)Nc1ccccc1,2.48,0.394451681
561,CC(C)(C#C)NC(=O)c1ccc(Cl)cc1,1.9,0.278753601
562,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1.52,0.181843588
563,COc1ccc(cc1Cl)NC(N)=O,2.0,0.301029996
564,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,2.78,0.444044796
565,Cl.CCCOC(=O)NCCCN(C)C,2.49,0.396199347
566,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.26,0.354108439
567,CCOC1Oc2ccc(cc2C1(C)C)OS(C)(=O)=O,2.53,0.403120521
568,COc1[n]c(NCC)[n]c(NC(C)CC)[n]1,2.78,0.444044796
569,O=N(=O)c1c(c(cc(c1)C)N(=O)=O)N(CCCl)CCCl,3.94,0.595496222
570,CCCN(CC1CC1)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.01,0.603144373
571,O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.3,0.361727836
572,CNC1C=NN(C(=O)C=1Cl)c1cc(ccc1)C(F)(F)F,3.28,0.515873844
573,Clc1c(Cl)c(Cl)c2COC(=O)c2c1Cl,3.3,0.51851394
574,C(C)(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,3.21,0.506505032
575,COc1cc(ccc1)NC(=O)N(C)C,1.72,0.235528447
576,CCN(CC)C(=O)SCc1ccc(Cl)cc1,3.27,0.514547753
577,CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.63,0.559906625
578,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.11,0.613841822
579,Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC,3.0,0.477121255
580,[O-][N+](=O)c1ccc(Br)c(Cl)c1,2.6,0.414973348
581,COP(=O)(NC(C)=O)SC,0.3,-0.522878745
582,COc1[n]c(Cl)c(Cl)cc1Cl,2.96,0.471291711
583,O=P(NC(C)C)(Oc1ccc(c(c1)C)S(=O)C)OCC,1.57,0.195899652
584,O=S(=O)(c1ccc(cc1C)OP(=O)(NC(C)C)OCC)C,1.64,0.214843848
585,O=C(OCCOCCCC)CCCOc(c(cc(c1)Cl)Cl)c1,2.7,0.431363764
586,Clc1cc(-c2cc(Cl)c(Cl)cc2)c(Cl)cc1,4.86,0.686636269
587,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.18,0.50242712
588,CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,3.0,0.477121255
589,c1c(C)cccc1OC(=O)N,1.48,0.170261715
590,CC(C)(C#C)NC(=O)c1ccccc1,1.54,0.187520721
591,CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.55,0.550228353
592,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,3.98,0.599883072
593,CC(C)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,4.0,0.602059991
594,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,6.08,0.783903579
595,CNC(=O)N(C)c1[n][n]c([s]1)C(C)(C)C,1.83,0.26245109
596,Cc1cccc(CC)c1N(COCC)C(=O)CCl,2.32,0.365487985
597,Clc1ccc(cc1)-c1ccccc1Cl,4.34,0.63748973
598,Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)cc1Cl,5.58,0.746634199
599,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1Cl,5.93,0.773054693
600,O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,3.83,0.583198774
601,CSc1ccc(cc1)OP(=S)(OCC)SCCC,4.08,0.610660163
602,C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,3.73,0.571708832
603,Clc1cc(-c2cc(Cl)ccc2Cl)c(Cl)cc1,5.12,0.709269961
604,Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)cc(Cl)c1Cl,6.48,0.811575006
605,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,6.41,0.80685803
606,CN(C)C(=O)Nc1cc(C)cc(C)c1,1.73,0.238046103
607,c1c(Cl)cc(Cl)cc1N2C(=O)CN(C(=O)NC(C)C)C2(=O),2.85,0.45484486
608,Clc1cc(-c2ccccc2Cl)c(Cl)cc1,4.4,0.643452676
609,Clc1cc(Cl)c(cc1)-c1ccccc1Cl,4.84,0.684845362
610,Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)cc1,5.22,0.717670503
611,C=CCN(CC=C)C(=O)C(Cl)Cl,1.6,0.204119983
612,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccccc1,3.08,0.488550717
613,Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)cc1,5.55,0.744292983
614,Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)cc1,4.62,0.664641976
615,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1Cl,5.79,0.762678564
616,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.66,0.752816431
617,Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)ccc1Cl,6.01,0.778874472
618,CCOC(=O)CN(c1c(CC)cccc1CC)C(=O)CCl,2.0,0.301029996
619,COc1ccc(cc1)C(=O)NC(C)(C)C#C,1.83,0.26245109
620,C#CC(NC(=O)c1ccc(cc1)C)(C)C,1.76,0.245512668
621,Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O,3.7,0.568201724
622,CCCSP(=O)(Oc1ccc(Br)cc1Cl)OCC,3.03,0.481442629
623,CC1=NN=C(C(=O)N1N)c1ccccc1,2.17,0.336459734
624,Clc1cc(Cl)c(Cl)cc1-c1cccc(Cl)c1Cl,5.69,0.755112266
625,Cc1cccc2[s]c3[n][n]c[n]3c21,3.09,0.489958479
626,CC(C)[n]1[n]c([n]c1Cl)OP(=S)(OCC)OCC,2.01,0.303196057
627,COC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(Cl)cc1Cl,4.0,0.602059991
628,CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,5.0,0.698970004
629,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,2.71,0.432969291
630,CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.7,0.431363764
631,Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,2.46,0.390935107
632,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,1.73,0.238046103
633,COC(=O)C(C)Oc1ccc(cc1)Oc1ccc(Cl)cc1Cl,4.2,0.62324929
634,CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1,3.73,0.571708832
635,O=C(Nc1ccccc1)Nc1c[n][n][s]1,2.04,0.309630167
636,CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,5.0,0.698970004
637,CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,4.8,0.681241237
638,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,5.95,0.774516966
639,O=C(OCCOCCCC)C(Oc(c(cc(c1)Cl)Cl)c1)C,3.0,0.477121255
640,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,2.3,0.361727836
641,CCOP(=S)(OC(Cl)C(Cl)(Cl)Cl)OCC,3.6,0.556302501
642,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,2.7,0.431363764
643,CC(=C)CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,3.6,0.556302501
644,CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.48,-0.318758763
645,OC(=O)COc1[n]c(Cl)c(Cl)cc1Cl,1.67,0.222716471
646,CN(C)C(=O)Nc1cc(o[n]1)C(C)(C)C,2.47,0.392696953
647,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,2.18,0.338456494
648,Cc1cc(Cl)c(OP(=S)(OC)OC)c(Cl)c1,3.7,0.568201724
649,COc1c(O)cc(Cl)c(Cl)c1Cl,2.8,0.447158031
650,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,1.57,0.195899652
651,CCNC(=O)NC(=O)/C(/C#N)=N/OC,2.09,0.320146286
652,ClC(Cl)(Cl)CC1(OC1)c2cc(Cl)cc(Cl)c2,3.75,0.574031268
653,Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,4.87,0.687528961
654,CN(SN(C)C(=O)O/N=C(\C)/SC)C(=O)O/N=C(\C)/SC,2.54,0.404833717
655,CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F,2.85,0.45484486
656,OC(c1ccccc1Cl)(c1ccc(Cl)cc1)c1c[n]c[n]c1,2.78,0.444044796
657,CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,3.39,0.530199698
658,[Na+].[O-]C(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,2.05,0.311753861
659,CCN(Cc1c(F)cccc1Cl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,4.0,0.602059991
660,CCCCCOC(=O)Nc1ccccc1,2.61,0.416640507
661,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccc(CCCCCCCCC)cc3,4.06,0.608526034
662,Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2Cl)[n]c([n]1)OC,2.19,0.340444115
663,Nc1[n]c(NC2CC2)[n]c(N)[n]1,2.3,0.361727836
664,o1c2cc(Cl)ccc2nc1Oc3ccc(OC(C)C(=O)OCC)cc3,3.98,0.599883072
665,CC1(C)[C@H]([C@H]1C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1)C(Br)C(Br)(Br)Br,5.0,0.698970004
666,CC1(C)CNC(NC1)=NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F,5.86,0.767897616
667,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,2.7,0.431363764
668,CC1(C)[C@H]([C@H]1/C=C(\Cl)/C(F)(F)F)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,5.26,0.720985744
669,CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1ccc(F)c(c1)Oc1ccccc1,5.0,0.698970004
670,CSc1c(Cl)[n]c(N)[n]c1N,2.08,0.318063335
671,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,5.705,0.756255649
672,COC(=O)C(C)Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F,1.88,0.274157849
673,n1cc(C(F)(F)F)ccc1Oc2ccc(OC(C)C(=O)OCCCC)cc2,3.62,0.558708571
674,CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,5.0,0.698970004
675,COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,3.54,0.549003262
676,CS(=O)(=O)NC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,1.78,0.250420002
677,CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,3.0,0.477121255
678,CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC,2.0,0.301029996
679,Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl,4.66,0.668385917
680,n1c(C)cc(C)nc1NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC,1.62,0.209515015
681,Cc1cc(C)[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(O)=O)[n]1,1.8,0.255272505
682,Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[n]c([n]1)OC,1.54,0.187520721
683,CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1,2.71,0.432969291
684,n1cncn1CC(O)(c2ccc(F)cc2)c3ccccc3F,1.88,0.274157849
685,"CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1 |o1:4,6|",2.7,0.431363764
686,[NH4+].CP(O)(=O)CCC(N)C([O-])=O,2.63,0.419955748
687,CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,4.0,0.602059991
688,NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.56,0.408239965
689,c1c(F)c(C)cc(NC(=O)N)c1,1.75,0.243038049
690,Cc1cc(ccc1Br)NC(N)=O,2.37,0.374748346
691,"C[C@@H]1[C@H](SC(=O)N1C(=O)NC1CCCCC1)c1ccc(Cl)cc1 |o1:1,2|",3.79,0.57863921
692,Cc1[n]c(NC(=O)NS(=O)(=O)c2cc[s]c2C(=O)OC)[n]c([n]1)OC,1.45,0.161368002
693,C#CC(NC(=O)c1ccc(cc1)Br)(C)C,2.01,0.303196057
694,C#CC(NC(=O)c1ccc(cc1)F)(C)C,1.68,0.225309282
695,C#CC(NC(=O)c1ccc(cc1)C(C)C)(C)C,2.17,0.336459734
696,CC1(N=C(NC1=O)c1[n]cccc1C(O)=O)C(C)C,2.0,0.301029996
697,CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O,1.3,0.113943352
698,CCc1cc(C(O)=O)c([n]c1)C1NC(=O)C(C)(N=1)C(C)C,0.85,-0.070581074
